dept_id_deputado,dept_tx_nome_parlamentar,part_sg_partido,uf_sg_uf,qt_frentes_saude,qt_frentes_educacao,qt_frentes_seguranca,qt_frentes_agro,qt_frentes_mulher,qt_frentes_meio_ambiente,qt_total_frentes
220631,Samuel Viana,UNIÃO,MG,1,0,0,2,0,1,43
227433,Douglas Viegas,UNIÃO,SP,1,1,0,0,0,0,22
229939,Newton Bonin,UNIÃO,PR,0,0,0,1,0,0,1
231911,Lenir De Assis,PT,PR,0,0,0,0,0,0,2
233218,Nelinho Freitas,MDB,CE,0,0,0,0,0,0,1
230762,Pastor Claudio Mariano,UNIÃO,PA,0,0,0,0,0,0,2
74283,Vicentinho,PT,SP,15,7,6,5,4,9,322
204504,Cezinha De Madureira,PSD,SP,4,1,2,1,0,0,77
204412,Dr. Zacharias Calil,UNIÃO,GO,6,1,0,0,0,2,81
178843,Marx Beltrão,PP,AL,9,5,7,4,2,6,201
160604,Pedro Uczai,PT,SC,22,11,6,7,4,11,431
160619,José Nunes,PSD,BA,6,7,5,2,1,2,161
160558,Paulo Freire Costa,PL,SP,13,6,7,5,0,8,247
178985,Miguel Lombardi,PL,SP,14,7,6,4,2,8,293
159237,Assis Carvalho,PT,PI,8,6,2,4,1,6,171
204455,Luiz Lima,PL,RJ,8,5,6,1,2,5,173
160642,Pastor Eurico,PL,PE,7,5,6,4,0,4,171
73943,Perpétua Almeida,PCDOB,AC,1,3,2,0,2,2,94
204553,Pastor Sargento Isidório,AVANTE,BA,12,6,7,4,3,7,277
160632,Zé Silva,SOLIDARIEDADE,MG,15,6,5,4,0,6,226
204480,Rogério Correia,PT,MG,16,12,5,6,4,10,415
204519,Tiago Mitraud,NOVO,MG,2,2,1,0,0,1,37
178933,Sergio Souza,MDB,PR,10,4,4,5,2,4,168
143632,Domingos Neto,PSD,CE,13,5,7,8,2,8,308
74317,Júlio Cesar,PSD,PI,12,7,4,8,4,5,273
204520,Junio Amaral,PL,MG,7,6,9,5,0,4,235
164360,Carmen Zanotto,CIDADANIA,SC,4,5,3,0,2,3,126
204431,Marcos Aurélio Sampaio,PSD,PI,6,0,4,2,1,0,60
74478,Luciano Bivar,UNIÃO,PE,6,1,3,0,0,0,45
204545,Alê Silva,REPUBLICANOS,MG,0,0,1,0,0,1,9
92102,Leur Lomanto Júnior,UNIÃO,BA,6,7,6,4,3,6,249
204567,Raimundo Costa,PODE,BA,5,2,5,2,0,4,151
204429,João H. Campos,PSB,PE,5,7,1,2,2,6,144
178881,Aluisio Mendes,REPUBLICANOS,MA,12,9,12,7,3,10,367
204498,Olival Marques,MDB,PA,5,3,3,4,1,3,156
141417,Edio Lopes,PL,RR,8,6,4,3,0,4,163
152610,Roberto Alves,REPUBLICANOS,SP,10,7,6,4,1,8,262
178993,Carlos Henrique Gaguim,UNIÃO,TO,28,12,14,9,8,14,582
204516,Alexis Fonteyne,NOVO,SP,4,3,0,1,1,4,106
178963,Covatti Filho,PP,RS,16,6,6,6,5,7,258
205476,Charles Fernandes,PSD,BA,9,3,3,5,1,6,234
204385,Valdevan Noventa,PL,SE,4,3,4,1,0,4,130
204427,Fernando Rodolfo,PL,PE,9,5,6,3,2,4,165
204503,Alexandre Padilha,PT,SP,11,6,5,5,2,8,216
178948,Beto Rosado,PP,RN,11,5,3,6,0,4,226
204369,Caroline De Toni,PL,SC,2,1,6,4,0,1,118
204560,Adolfo Viana,PSDB,BA,7,4,4,5,3,6,230
204548,Heitor Freire,UNIÃO,CE,7,2,3,3,0,4,140
204403,Marlon Santos,PL,RS,1,1,2,1,2,4,109
141335,Beto Faro,PT,PA,5,5,4,2,1,2,119
68720,Fábio Henrique,UNIÃO,SE,9,6,8,4,0,8,227
108338,Jaqueline Cassol,PP,RO,1,2,2,1,2,2,78
74537,Claudio Cajado,PP,BA,5,1,3,3,2,5,151
74366,João Campos,REPUBLICANOS,GO,9,3,4,3,1,5,170
160545,Alexandre Leite,UNIÃO,SP,15,8,5,9,2,7,278
204549,Aj Albuquerque,PP,CE,1,2,3,2,1,2,122
204492,Paulo Guedes,PT,MG,13,8,6,6,5,6,310
196358,Lourival Gomes,PP,RJ,4,2,2,3,1,1,89
198197,Greyce Elias,AVANTE,MG,2,0,1,1,2,2,88
204399,Schiavinato,PP,PR,8,5,4,1,1,6,156
204509,Áurea Carolina,PSOL,MG,1,1,1,0,1,2,58
73772,Hermes Parcianello,MDB,PR,0,1,0,1,0,0,17
219585,Marco Brasil,PP,PR,1,2,1,3,0,1,53
92172,Milton Coelho,PSB,PE,0,0,0,0,0,0,6
178935,Rossoni,PSDB,PR,0,0,0,0,0,0,1
178832,Leandre,PSD,PR,7,4,1,3,1,4,113
204464,Talíria Petrone,PSOL,RJ,4,4,2,2,1,6,161
160665,Augusto Coutinho,REPUBLICANOS,PE,22,3,7,7,7,11,410
204501,Alencar Santana,PT,SP,10,9,2,4,1,7,306
204425,Silvio Costa Filho,REPUBLICANOS,PE,18,8,9,5,5,11,368
141408,Cleber Verde,REPUBLICANOS,MA,12,6,7,5,2,6,238
161550,Emidinho Madeira,PL,MG,13,5,6,8,6,6,322
204561,Bira Do Pindaré,PSB,MA,5,5,2,2,1,3,149
116379,Darci De Matos,PSD,SC,10,5,6,5,2,5,254
178997,Moses Rodrigues,UNIÃO,CE,20,11,11,8,5,8,368
204391,José Nelto,PP,GO,5,3,2,2,1,1,87
204430,Margarete Coelho,PP,PI,2,3,1,1,2,3,86
160552,Danrlei De Deus Hinterholz,PSD,RS,1,2,0,2,0,1,38
141459,João Maia,PL,RN,1,3,2,2,0,4,54
73486,Pompeo De Mattos,PDT,RS,19,9,8,9,5,13,466
178909,Hélio Leite,UNIÃO,PA,7,5,3,0,0,4,151
204473,General Girão,PL,RN,9,4,8,6,3,4,257
204499,Cássio Andrade,PSB,PA,7,6,4,3,1,1,186
178921,Sebastião Oliveira,AVANTE,PE,3,1,4,0,1,2,77
121948,Adriano Do Baldy,PP,GO,16,7,5,6,6,7,289
204528,Adriana Ventura,NOVO,SP,14,7,5,6,7,5,272
204543,Luiz Flávio Gomes,PSB,SP,4,6,1,2,1,3,111
178990,Samuel Moreira,PSDB,SP,1,1,1,0,0,0,30
160570,Jerônimo Goergen,PP,RS,8,6,5,3,1,5,179
74141,Josias Gomes,PT,BA,2,1,0,2,0,2,55
204564,Igor Kannário,UNIÃO,BA,0,0,0,0,0,0,11
204534,Tabata Amaral,PSB,SP,8,5,1,1,5,7,168
218879,Nelho Bezerra,UNIÃO,CE,0,0,0,0,0,0,1
204530,Rodrigo Agostinho,PSB,SP,13,6,5,4,1,8,250
204565,Professora Dayane Pimentel,UNIÃO,BA,4,4,4,1,1,2,86
92776,Stefano Aguiar,PSD,MG,11,8,7,5,1,10,272
204357,Rose Modesto,UNIÃO,MS,0,2,2,1,1,1,91
178946,Soraya Santos,PL,RJ,6,4,4,1,5,5,128
204535,Sâmia Bomfim,PSOL,SP,9,7,5,3,6,8,257
204500,Eduardo Costa,PSD,PA,5,1,1,2,0,1,76
204566,Marreca Filho,PATRIOTA,MA,12,8,5,5,2,9,270
74655,Eduardo Barbosa,PSDB,MG,8,4,5,4,1,5,177
204378,Coronel Chrisóstomo,PL,RO,12,4,10,7,4,8,293
204407,Fernanda Melchionna,PSOL,RS,5,6,1,2,1,4,164
178924,Capitão Fábio Abreu,PSD,PI,5,3,4,1,1,2,100
141427,Fábio Ramalho,MDB,MG,4,2,1,2,0,4,83
204436,Isnaldo Bulhões Jr.,MDB,AL,5,3,2,1,1,4,173
204524,Pinheirinho,PP,MG,9,5,5,5,0,5,248
160511,Alessandro Molon,PSB,RJ,1,3,0,0,0,4,76
204383,Professor Israel Batista,PSB,DF,5,3,1,3,2,6,150
178916,Daniel Coelho,CIDADANIA,PE,3,1,3,3,0,5,117
204467,Professora Rosa Neide,PT,MT,9,5,3,2,2,4,154
74439,Wolney Queiroz,PDT,PE,4,7,3,2,1,3,128
204356,Amaro Neto,REPUBLICANOS,ES,7,7,6,2,2,3,153
204557,Sidney Leite,PSD,AM,13,7,3,7,1,3,221
136811,Afonso Hamm,PP,RS,19,7,9,8,7,10,381
214477,Rrenato Queiroz,PSD,RR,0,0,0,0,0,0,3
204384,Ney Leprevost,UNIÃO,PR,0,0,0,0,0,0,7
178920,Ricardo Teobaldo,PODE,PE,9,5,4,1,1,4,170
178831,André Abdon,PP,AP,14,7,6,4,2,9,256
204451,Delegado Antônio Furtado,UNIÃO,RJ,12,5,7,5,1,6,236
98057,Lafayette De Andrada,REPUBLICANOS,MG,12,7,6,6,2,9,289
141431,Fernando Coelho Filho,UNIÃO,PE,7,6,4,7,1,9,231
178857,Jorge Solla,PT,BA,25,9,7,4,4,14,432
162332,Luiz Nishimori,PSD,PR,18,8,8,7,5,8,383
178954,Lucio Mosquini,MDB,RO,12,5,4,4,0,4,185
160592,Zeca Dirceu,PT,PR,12,11,4,6,1,8,294
204475,Ottaci Nascimento,SOLIDARIEDADE,RR,5,5,3,1,1,2,108
204437,Severino Pessoa,MDB,AL,5,4,1,1,2,2,105
160641,Professora Marcivania,PCDOB,AP,9,5,4,3,2,6,195
178953,Expedito Netto,PSD,RO,9,4,4,4,0,5,196
122158,Pedro Paulo,PSD,RJ,9,5,5,4,1,7,256
160610,Valmir Assunção,PT,BA,15,10,5,5,2,11,342
204554,Abílio Santana,PSC,BA,11,5,7,4,1,6,227
204360,Silvia Cristina,PL,RO,9,6,4,3,2,3,229
160666,Félix Mendonça Júnior,PDT,BA,22,10,11,8,6,9,422
178873,Helder Salomão,PT,ES,14,8,8,5,7,8,353
204423,André Ferreira,PL,PE,18,7,6,8,5,6,345
141458,João Carlos Bacelar,PL,BA,15,5,6,8,5,4,240
74374,Geraldo Resende,PSDB,MS,0,0,0,0,0,0,2
154178,Milton Vieira,REPUBLICANOS,SP,8,4,6,3,1,9,232
204432,Marina Santos,REPUBLICANOS,PI,6,3,2,2,2,3,155
74376,Vander Loubet,PT,MS,12,4,6,4,3,3,264
74848,Jandira Feghali,PCDOB,RJ,6,4,1,1,0,5,152
160512,Aureo Ribeiro,SOLIDARIEDADE,RJ,22,10,6,10,1,13,386
73604,Rui Falcão,PT,SP,12,6,4,6,1,10,258
204463,Wladimir Garotinho,PSD,RJ,11,5,6,4,1,7,247
73788,Ricardo Barros,PP,PR,7,6,0,1,2,3,116
204435,Jesus Sérgio,PDT,AC,5,3,3,4,1,5,167
204448,Luiz Antônio Corrêa,PP,RJ,2,1,1,2,0,3,58
160517,Paulo Foletto,PSB,ES,0,0,0,0,0,0,8
204409,Daniel Trzeciak,PSDB,RS,7,1,3,1,2,3,141
204540,Maria Rosas,REPUBLICANOS,SP,9,5,0,1,6,2,166
133968,Paulo Ramos,PDT,RJ,3,3,4,3,1,5,153
204354,Flávia Arruda,PL,DF,4,2,2,1,2,4,118
204481,Dr. Jaziel,PL,CE,7,1,2,1,1,2,118
92699,Fernando Monteiro,PP,PE,4,2,1,3,1,3,88
178825,Leo De Brito,PT,AC,0,0,0,0,0,0,7
73463,Osmar Serraglio,PP,PR,0,0,0,1,0,0,4
178830,Dr. Sinval Malheiros,PODE,SP,0,0,0,0,0,0,4
212625,Dr. Gonçalo,REPUBLICANOS,MA,0,0,0,0,0,0,3
204539,Hercílio Coelho Diniz,MDB,MG,8,0,3,5,2,4,183
204538,Paulo Bengtson,PTB,PA,4,1,1,2,1,2,88
204456,Gutemberg Reis,MDB,RJ,12,4,4,7,1,11,331
141531,Rodrigo De Castro,UNIÃO,MG,9,3,6,3,2,9,250
74459,Átila Lira,PP,PI,13,7,7,5,1,8,268
204551,Bosco Saraiva,SOLIDARIEDADE,AM,2,4,2,1,1,2,127
66828,Fausto Pinato,PP,SP,12,5,2,4,0,4,156
