id_deputado,dept_tx_nome_parlamentar,part_sg_partido,uf_sg_uf,qt_votacoes,qt_presencas_votacao,qt_votos_sim,qt_votos_nao,qt_abstencoes,qt_obstrucoes,pc_participacao_decisiva,tx_faixa_fidelidade_partidaria
178863,Uldurico Junior,MDB,BA,294,294,169,125,0,0,100.0,Alta participação em votações
68720,Fábio Henrique,UNIÃO,SE,566,566,317,248,0,1,99.82,Alta participação em votações
204479,Nicoletti,PL,RR,1432,1431,773,658,0,0,100.0,Alta participação em votações
209189,Joseildo Ramos,PT,BA,1290,1289,749,510,3,27,97.67,Alta participação em votações
204390,Professor Alcides,PSDB,GO,1274,1273,695,524,4,50,95.76,Alta participação em votações
204358,Beto Pereira,REPUBLICANOS,MS,1170,1169,720,446,2,1,99.74,Alta participação em votações
81055,Márcio Jerry,PCDOB,MA,1252,1251,744,494,0,13,98.96,Alta participação em votações
204538,Paulo Bengtson,PTB,PA,269,269,158,111,0,0,100.0,Alta participação em votações
178996,Giovani Feltes,MDB,RS,416,416,245,169,0,2,99.52,Alta participação em votações
171617,Paulão,PT,AL,1392,1391,797,562,6,26,97.7,Alta participação em votações
141459,João Maia,PP,RN,1307,1306,791,511,4,0,99.69,Alta participação em votações
204547,Léo Motta,REPUBLICANOS,MG,266,266,132,90,44,0,83.46,Alta participação em votações
204533,Idilvan Alencar,PSB,CE,1022,1022,611,404,0,7,99.32,Alta participação em votações
204508,Igor Timo,UNIÃO,MG,1185,1184,771,413,0,0,100.0,Alta participação em votações
198783,Emanuel Pinheiro Neto,PSD,MT,1063,1063,636,425,2,0,99.81,Alta participação em votações
204413,Alcides Rodrigues,PATRIOTA,GO,400,400,234,166,0,0,100.0,Alta participação em votações
218741,Patrick Dorneles,PSD,PB,107,107,59,47,1,0,99.07,Alta participação em votações
204392,Francisco Jr.,PSD,GO,446,446,264,182,0,0,100.0,Alta participação em votações
178972,Alex Manente,CIDADANIA,SP,705,704,465,239,0,0,100.0,Alta participação em votações
205476,Charles Fernandes,PSD,BA,1316,1316,794,516,2,0,99.54,Alta participação em votações
74537,Claudio Cajado,PP,BA,1319,1318,780,536,2,0,99.85,Alta participação em votações
204438,Sergio Toledo,PV,AL,191,191,108,82,0,1,99.48,Alta participação em votações
160510,Luis Tibé,AVANTE,MG,686,685,453,232,0,0,100.0,Alta participação em votações
204394,Gervásio Maia,PCDOB,PB,1567,1566,906,643,0,17,98.91,Alta participação em votações
204418,Luizão Goulart,SOLIDARIEDADE,PR,424,424,242,181,1,0,99.76,Alta participação em votações
204372,Julio Cesar Ribeiro,REPUBLICANOS,DF,1179,1178,700,478,0,0,100.0,Alta participação em votações
178939,Clarissa Garotinho,UNIÃO,RJ,359,359,203,156,0,0,100.0,Alta participação em votações
74317,Júlio Cesar,PSD,PI,1134,1133,700,432,1,0,99.91,Alta participação em votações
178952,Walter Alves,MDB,RN,262,262,157,104,0,1,99.62,Alta participação em votações
204459,Daniela Do Waguinho,REPUBLICANOS,RJ,1249,1249,732,516,0,1,99.92,Alta participação em votações
122974,Pedro Lucas Fernandes,UNIÃO,MA,1155,1154,719,434,0,0,99.91,Alta participação em votações
178860,Paulo Azi,UNIÃO,BA,1125,1124,662,461,1,0,99.91,Alta participação em votações
204489,Robério Monteiro,PSB,CE,1119,1118,667,443,0,8,99.28,Alta participação em votações
132504,Enio Verri,PT,PR,464,464,265,174,0,25,94.61,Alta participação em votações
204505,Vavá Martins,REPUBLICANOS,PA,345,345,183,162,0,0,100.0,Alta participação em votações
178983,Marcio Alvino,PL,SP,1455,1455,727,655,0,73,94.98,Alta participação em votações
152605,Glauber Braga,PSOL,RJ,1263,1262,605,583,41,33,94.14,Alta participação em votações
74366,João Campos,REPUBLICANOS,GO,375,375,228,146,1,0,99.73,Alta participação em votações
74057,Alice Portugal,PCDOB,BA,1550,1549,906,620,1,22,98.52,Alta participação em votações
73441,Celso Russomanno,REPUBLICANOS,SP,1202,1201,735,456,3,0,99.17,Alta participação em votações
92172,Milton Coelho,PSB,PE,296,296,176,105,0,15,94.93,Alta participação em votações
204453,Natália Bonavides,PT,RN,1346,1345,746,565,3,31,97.47,Alta participação em votações
204551,Bosco Saraiva,SOLIDARIEDADE,AM,252,252,152,100,0,0,100.0,Alta participação em votações
204484,General Peternelli,UNIÃO,SP,513,513,252,238,0,0,95.52,Alta participação em votações
160591,Vinicius Gurgel,PL,AP,916,916,535,342,7,32,95.74,Alta participação em votações
197438,Tito,AVANTE,BA,484,484,276,208,0,0,100.0,Alta participação em votações
204466,Tereza Nelma,PSD,AL,346,346,204,142,0,0,100.0,Alta participação em votações
178843,Marx Beltrão,UNIÃO,AL,1181,1180,700,480,0,0,100.0,Alta participação em votações
204421,Edna Henrique,REPUBLICANOS,PB,268,268,164,104,0,0,100.0,Alta participação em votações
160599,Dimas Fabiano,PP,MG,1320,1319,815,498,5,1,99.55,Alta participação em votações
178916,Daniel Coelho,CIDADANIA,PE,370,370,203,162,1,4,98.65,Alta participação em votações
204403,Marlon Santos,PL,RS,253,253,144,109,0,0,100.0,Alta participação em votações
141434,Flaviano Melo,MDB,AC,399,399,237,162,0,0,100.0,Alta participação em votações
141431,Fernando Coelho Filho,UNIÃO,PE,1156,1155,695,452,8,0,99.31,Alta participação em votações
72442,Felipe Carreras,PSB,PE,1238,1237,749,482,0,6,99.51,Alta participação em votações
204485,Luiz Carlos Motta,PL,SP,1320,1320,759,529,1,30,97.58,Alta participação em votações
178839,Jéssica Sales,MDB,AC,158,158,94,64,0,0,100.0,Alta participação em votações
204468,Joenia Wapichana,REDE,RR,453,453,253,190,0,10,97.79,Alta participação em votações
204499,Cássio Andrade,PSB,PA,219,219,144,70,1,4,97.72,Alta participação em votações
204422,Ossesio Silva,REPUBLICANOS,PE,1336,1335,809,526,0,0,100.0,Alta participação em votações
204553,Pastor Sargento Isidório,AVANTE,BA,1498,1498,886,595,17,0,98.87,Alta participação em votações
178959,Hiran Gonçalves,PP,RR,332,332,194,138,0,0,100.0,Alta participação em votações
93083,Cacá Leão,PP,BA,332,332,198,133,0,0,99.7,Alta participação em votações
143632,Domingos Neto,PSD,CE,869,868,526,341,1,0,99.88,Alta participação em votações
204520,Junio Amaral,PL,MG,1328,1327,676,615,0,35,97.29,Alta participação em votações
220560,Thiago De Joaldo,REPUBLICANOS,SE,803,802,471,330,1,0,99.88,Alta participação em votações
227433,Douglas Viegas,UNIÃO,SP,649,648,354,294,0,0,100.0,Alta participação em votações
223128,Rodrigo Estacho,PSD,PR,876,875,499,376,0,0,100.0,Alta participação em votações
229432,Luiz Fernando Vampiro,MDB,SC,417,416,233,182,1,0,99.76,Alta participação em votações
220568,Gustavo Gayer,PL,GO,961,960,454,445,1,60,93.65,Alta participação em votações
220672,Henderson Pinto,UNIÃO,PA,862,861,544,317,0,0,100.0,Alta participação em votações
160548,Jonas Donizette,PSB,SP,978,977,606,369,1,1,99.8,Alta participação em votações
160629,Romero Rodrigues,PODE,PB,1009,1008,639,351,18,0,98.21,Alta participação em votações
220662,Lucas Ramos,PSB,PE,991,990,591,399,0,0,100.0,Alta participação em votações
234253,Lucas Abrahao,REDE,AP,87,87,48,36,0,3,96.55,Alta participação em votações
161440,Pezenti,MDB,SC,995,994,541,453,0,0,100.0,Alta participação em votações
230764,Ivan Junior,UNIÃO,MA,26,26,20,6,0,0,100.0,Alta participação em votações
220540,Duda Ramos,PODE,RR,690,689,444,245,0,0,100.0,Alta participação em votações
74374,Geraldo Resende,UNIÃO,MS,947,946,580,366,0,0,100.0,Alta participação em votações
178905,Fabio Garcia,UNIÃO,MT,96,96,61,35,0,0,100.0,Alta participação em votações
220609,Maurício Carvalho,UNIÃO,RO,896,895,514,381,0,0,100.0,Alta participação em votações
220542,Alexandre Guimarães,MDB,TO,799,798,519,279,0,0,100.0,Alta participação em votações
220697,Jadyel Alencar,REPUBLICANOS,PI,755,754,488,265,0,1,99.87,Alta participação em votações
74171,Chico Alencar,PSOL,RJ,1151,1150,617,523,2,8,99.13,Alta participação em votações
220557,Daniela Reinehr,PL,SC,928,927,466,399,0,62,93.31,Alta participação em votações
220640,Juliana Cardoso,PT,SP,873,873,530,341,2,0,99.77,Alta participação em votações
220547,Marcos Pollon,PL,MS,1171,1170,576,534,3,57,94.87,Alta participação em votações
80815,Leo Prates,REPUBLICANOS,BA,923,922,567,354,1,0,99.89,Alta participação em votações
220528,Dr. Victor Linhalis,PODE,ES,893,892,536,356,0,0,100.0,Alta participação em votações
220645,Erika Hilton,PSOL,SP,792,792,422,367,1,2,99.62,Alta participação em votações
138286,Luciano Alves,PSD,PR,700,699,434,265,0,0,100.0,Alta participação em votações
220631,Samuel Viana,UNIÃO,MG,924,923,591,329,0,3,99.67,Alta participação em votações
74041,Luiz Couto,PT,PB,1288,1287,712,572,0,3,99.77,Alta participação em votações
220531,Gilvan Maximo,REPUBLICANOS,DF,623,623,380,243,0,0,100.0,Alta participação em votações
220685,Paulo Litro,UNIÃO,PR,938,937,577,360,0,0,100.0,Alta participação em votações
141533,Rodrigo Rollemberg,PSB,DF,275,274,163,111,0,0,100.0,Alta participação em votações
226179,Gisela Simona,UNIÃO,MT,1147,1146,609,535,0,0,99.83,Alta participação em votações
220690,Capitão Alden,PL,BA,1067,1066,522,475,4,65,93.53,Alta participação em votações
73806,Roseana Sarney,MDB,MA,270,270,166,104,0,0,100.0,Alta participação em votações
227275,Mariana Carvalho,REPUBLICANOS,MA,87,87,59,28,0,0,100.0,Alta participação em votações
89536,Prof. Paulo Fernando,REPUBLICANOS,DF,259,259,149,106,0,0,98.46,Alta participação em votações
212625,Dr. Gonçalo,PODE,MA,71,71,43,28,0,0,100.0,Alta participação em votações
129618,Gorete Pereira,MDB,CE,29,29,19,10,0,0,100.0,Alta participação em votações
235800,Jorge Araújo,PP,BA,11,11,7,4,0,0,100.0,Alta participação em votações
204475,Ottaci Nascimento,SOLIDARIEDADE,RR,349,349,210,139,0,0,100.0,Alta participação em votações
204371,Felipe Rigoni,UNIÃO,ES,407,407,218,187,2,0,99.51,Alta participação em votações
204537,Enrico Misasi,MDB,SP,428,428,218,209,0,1,99.77,Alta participação em votações
204546,Joice Hasselmann,PSDB,SP,459,459,239,220,0,0,100.0,Alta participação em votações
204511,David Soares,PODE,SP,852,852,462,373,17,0,98.0,Alta participação em votações
178933,Sergio Souza,MDB,PR,1254,1253,767,482,1,3,99.68,Alta participação em votações
164360,Carmen Zanotto,CIDADANIA,SC,585,585,314,255,7,2,97.26,Alta participação em votações
74439,Wolney Queiroz,PDT,PE,306,306,188,112,0,6,98.04,Alta participação em votações
204362,Ricardo Guidi,PL,SC,1042,1041,563,474,0,4,99.62,Alta participação em votações
178951,Rafael Motta,PSB,RN,355,355,208,141,0,6,98.31,Alta participação em votações
178896,Newton Cardoso Jr,MDB,MG,836,836,525,296,12,3,98.21,Alta participação em votações
204423,André Ferreira,PL,PE,933,933,554,362,4,13,98.18,Alta participação em votações
141478,Laerte Bessa,PL,DF,121,121,69,51,1,0,99.17,Alta participação em votações
133968,Paulo Ramos,PDT,RJ,398,398,241,150,0,7,98.24,Alta participação em votações
204400,Aline Sleutjes,PROS,PR,425,425,224,201,0,0,100.0,Alta participação em votações
204515,André Janones,REDE,MG,1303,1302,759,542,1,0,99.92,Alta participação em votações
204460,Carlos Jordy,PL,RJ,1446,1445,717,678,0,50,96.54,Alta participação em votações
160598,Flávia Morais,MDB,GO,1199,1198,754,437,0,7,99.42,Alta participação em votações
160651,Rogério Peninha Mendonça,MDB,SC,413,413,219,194,0,0,100.0,Alta participação em votações
178866,Luizianne Lins,REDE,CE,1282,1281,760,487,11,23,97.35,Alta participação em votações
141470,José Guimarães,PT,CE,1506,1505,866,607,4,28,97.87,Alta participação em votações
204412,Dr. Zacharias Calil,MDB,GO,1399,1399,806,591,0,0,99.86,Alta participação em votações
204389,Elias Vaz,PSB,GO,418,418,237,167,0,14,96.65,Alta participação em votações
178975,Baleia Rossi,MDB,SP,925,925,569,355,1,0,99.89,Alta participação em votações
204437,Severino Pessoa,MDB,AL,275,275,159,108,8,0,97.09,Alta participação em votações
204510,Franco Cartafina,PP,MG,381,381,207,174,0,0,100.0,Alta participação em votações
204570,Pastor Gil,PL,MA,976,975,595,367,0,13,98.67,Alta participação em votações
141458,João Carlos Bacelar,PL,BA,890,889,558,330,1,0,99.89,Alta participação em votações
196358,Lourival Gomes,PP,RJ,404,404,224,180,0,0,100.0,Alta participação em votações
105534,Alexandre Figueiredo,PSD,SE,97,97,57,40,0,0,100.0,Alta participação em votações
146788,Marcelo Aro,PP,MG,222,222,132,89,1,0,99.55,Alta participação em votações
204526,Luiz Philippe De Orleans E Bragança,PL,SP,1298,1297,605,642,5,45,96.14,Alta participação em votações
220008,Eliza Virgínia,PP,PB,163,163,83,75,5,0,96.93,Alta participação em votações
204476,Chiquinho Brazão,S.PART.,RJ,652,652,389,263,0,0,100.0,Alta participação em votações
204387,Sargento Fahur,PL,PR,1589,1588,814,773,1,0,99.94,Alta participação em votações
178884,Hildo Rocha,MDB,MA,1026,1025,611,406,3,1,99.22,Alta participação em votações
204406,Pedro Westphalen,PP,RS,1348,1347,752,595,0,0,100.0,Alta participação em votações
179000,Marcelo Álvaro Antônio,PL,MG,1131,1131,614,469,1,47,95.76,Alta participação em votações
141405,Celso Maldaner,MDB,SC,336,336,186,150,0,0,100.0,Alta participação em votações
74075,Elcione Barbalho,MDB,PA,893,893,553,337,1,2,99.66,Alta participação em votações
141450,Hugo Leal,PSD,RJ,1131,1130,671,459,0,0,100.0,Alta participação em votações
178920,Ricardo Teobaldo,PODE,PE,319,319,185,134,0,0,100.0,Alta participação em votações
213274,Ricardo Silva,PSD,SP,598,598,337,261,0,0,100.0,Alta participação em votações
204451,Delegado Antônio Furtado,UNIÃO,RJ,479,479,273,201,5,0,98.96,Alta participação em votações
204554,Abílio Santana,PSC,BA,321,321,174,147,0,0,100.0,Alta participação em votações
160655,Ricardo Izar,REPUBLICANOS,SP,284,284,169,114,1,0,99.65,Alta participação em votações
160545,Alexandre Leite,UNIÃO,SP,760,760,458,298,4,0,99.47,Alta participação em votações
205865,Reinhold Stephanes,PL,PR,898,898,507,389,2,0,99.78,Alta participação em votações
73486,Pompeo De Mattos,PDT,RS,1413,1412,884,503,0,9,98.23,Alta participação em votações
74161,Reginaldo Lopes,PT,MG,942,941,556,361,1,23,97.45,Alta participação em votações
156190,Marcel Van Hattem,NOVO,RS,1604,1603,723,769,0,107,93.08,Alta participação em votações
219599,Sargento Alexandre,PODE,SP,96,96,58,38,0,0,100.0,Alta participação em votações
216544,Paulo Vicente Caleffi,PSD,RS,110,110,58,52,0,0,100.0,Alta participação em votações
204497,Júnior Ferrari,PSD,PA,1317,1316,760,550,5,1,99.54,Alta participação em votações
160575,Erika Kokay,PT,DF,1650,1649,920,702,0,25,98.36,Alta participação em votações
74158,Mário Heringer,PDT,MG,1165,1164,711,438,6,9,98.71,Alta participação em votações
73604,Rui Falcão,PT,SP,1454,1453,809,607,7,30,97.45,Alta participação em votações
204503,Alexandre Padilha,PT,SP,454,454,270,157,1,26,94.05,Alta participação em votações
204435,Jesus Sérgio,PDT,AC,406,406,241,159,0,6,98.52,Alta participação em votações
204556,Marcelo Ramos,PSD,AM,219,219,108,55,1,0,74.43,Participação moderada em votações
198197,Greyce Elias,PL,MG,1053,1052,631,421,0,0,100.0,Alta participação em votações
141531,Rodrigo De Castro,UNIÃO,MG,1288,1288,780,505,3,0,99.77,Alta participação em votações
160642,Pastor Eurico,PSDB,PE,1337,1336,701,586,0,49,96.33,Alta participação em votações
204436,Isnaldo Bulhões Jr.,MDB,AL,496,495,321,172,0,1,99.6,Alta participação em votações
204514,Coronel Tadeu,PL,SP,515,515,269,246,0,0,100.0,Alta participação em votações
178930,Roman,PP,PR,123,123,72,51,0,0,100.0,Alta participação em votações
74319,Paes Landim,UNIÃO,PI,91,91,50,41,0,0,100.0,Alta participação em votações
92346,Eduardo Bolsonaro,PL,SP,830,830,432,357,0,41,95.06,Alta participação em votações
178993,Carlos Henrique Gaguim,UNIÃO,TO,1399,1398,885,510,3,0,99.79,Alta participação em votações
215042,Ricardo Da Karol,PDT,RJ,421,421,269,147,1,4,98.81,Alta participação em votações
160535,Marcon,PT,RS,1351,1350,766,552,4,28,97.63,Alta participação em votações
74554,José Rocha,UNIÃO,BA,1135,1134,697,437,0,0,100.0,Alta participação em votações
220606,Reimont,PT,RJ,959,958,572,384,2,0,99.79,Alta participação em votações
220570,Dr. Ismael Alexandrino,PSD,GO,789,788,473,313,2,0,99.75,Alta participação em votações
220706,Padovani,PP,PR,531,530,317,213,0,0,100.0,Alta participação em votações
224333,Welter,PT,PR,933,932,546,384,1,1,99.79,Alta participação em votações
220569,Silvye Alves,UNIÃO,GO,826,825,462,363,0,0,100.0,Alta participação em votações
74856,Laura Carneiro,PSD,RJ,1048,1047,612,430,2,0,99.52,Alta participação em votações
220653,Fábio Teruel,MDB,SP,965,964,535,427,2,0,99.79,Alta participação em votações
210989,Bruno Farias,REPUBLICANOS,MG,850,849,549,295,5,0,99.41,Alta participação em votações
220677,Keniston Braga,MDB,PA,836,836,537,299,0,0,100.0,Alta participação em votações
74428,Mendonça Filho,PL,PE,967,966,602,338,26,0,97.31,Alta participação em votações
220556,Ana Paula Lima,PT,SC,961,960,574,383,0,3,99.69,Alta participação em votações
227660,Nitinho,PSD,SE,335,335,211,124,0,0,100.0,Alta participação em votações
220599,Marcelo Crivella,REPUBLICANOS,RJ,997,996,624,370,2,0,99.8,Alta participação em votações
220683,Beto Richa,PSDB,PR,1025,1024,646,377,1,0,99.9,Alta participação em votações
220669,Lula Da Fonte,PP,PE,878,877,526,322,0,0,96.69,Alta participação em votações
220708,Gabriel Nunes,PSD,BA,1024,1023,638,385,0,0,100.0,Alta participação em votações
220615,Pastor Henrique Vieira,PSOL,RJ,1079,1079,567,500,5,7,98.89,Alta participação em votações
220533,Prof. Reginaldo Veras,PV,DF,973,972,569,403,0,0,100.0,Alta participação em votações
220682,Tadeu Veneri,PT,PR,953,952,560,391,1,0,99.89,Alta participação em votações
220635,Bruno Ganem,PODE,SP,1004,1003,621,381,1,0,99.9,Alta participação em votações
220558,Zé Trovão,PL,SC,985,984,472,446,0,66,93.29,Alta participação em votações
165470,Rodrigo Valadares,PL,SE,936,935,499,435,1,0,99.89,Alta participação em votações
220559,Julia Zanatta,PL,SC,1029,1028,488,484,0,56,94.55,Alta participação em votações
230768,Zé Adriano,PP,AC,461,460,286,174,0,0,100.0,Alta participação em votações
227323,Luciano Galego,PL,MA,85,85,40,24,0,21,75.29,Participação moderada em votações
227401,Dr Fabio Rueda,UNIÃO,AC,83,83,56,27,0,0,100.0,Alta participação em votações
227310,Silvio Antonio,PL,MA,184,184,97,59,2,26,84.78,Alta participação em votações
220634,Marcelo Lima,PSB,SP,206,206,128,75,3,0,98.54,Alta participação em votações
228797,Júlio Oliveira,PP,TO,87,87,53,34,0,0,100.0,Alta participação em votações
235776,Sérgio Turra,PP,RS,19,19,13,6,0,0,100.0,Alta participação em votações
204534,Tabata Amaral,PSB,SP,1491,1491,835,642,0,14,99.06,Alta participação em votações
204477,Felício Laterça,PP,RJ,480,480,262,218,0,0,100.0,Alta participação em votações
204574,Junior Lourenço,MDB,MA,778,777,488,289,0,0,100.0,Alta participação em votações
141523,Raul Henry,MDB,PE,425,425,269,155,0,1,99.76,Alta participação em votações
204464,Talíria Petrone,PSOL,RJ,1031,1030,554,461,0,15,98.54,Alta participação em votações
74090,Átila Lins,PSD,AM,1046,1045,659,385,1,0,99.9,Alta participação em votações
74200,Gastão Vieira,PROS,MA,108,108,65,43,0,0,100.0,Alta participação em votações
92776,Stefano Aguiar,PSD,MG,1033,1032,593,408,31,0,97.0,Alta participação em votações
74371,Rubens Otoni,PT,GO,1084,1083,626,439,0,18,98.34,Alta participação em votações
141480,Lázaro Botelho,PP,TO,833,833,505,327,1,0,99.88,Alta participação em votações
164359,Delegado Waldir,UNIÃO,GO,407,407,243,164,0,0,100.0,Alta participação em votações
73788,Ricardo Barros,PP,PR,721,720,414,306,0,0,100.0,Alta participação em votações
178948,Beto Rosado,PP,RN,372,372,210,162,0,0,100.0,Alta participação em votações
204576,João Roma,PL,BA,257,257,145,112,0,0,100.0,Alta participação em votações
178835,Afonso Motta,PDT,RS,1476,1475,895,569,3,8,99.25,Alta participação em votações
204544,Alexandre Frota,PROS,SP,353,353,197,154,2,0,99.43,Alta participação em votações
160674,Hugo Motta,REPUBLICANOS,PB,931,930,429,243,0,0,72.26,Participação moderada em votações
178946,Soraya Santos,PL,RJ,1245,1244,674,509,0,60,95.1,Alta participação em votações
204548,Heitor Freire,UNIÃO,CE,375,375,218,157,0,0,100.0,Alta participação em votações
92102,Leur Lomanto Júnior,UNIÃO,BA,1097,1096,715,380,1,0,99.91,Alta participação em votações
160666,Félix Mendonça Júnior,PDT,BA,1400,1399,860,528,4,7,99.21,Alta participação em votações
178889,Zé Carlos,PT,MA,429,429,241,162,0,26,93.94,Alta participação em votações
178895,Misael Varella,PSD,MG,1144,1143,699,442,2,0,99.83,Alta participação em votações
74253,Julio Lopes,PP,RJ,824,823,519,303,1,0,99.88,Alta participação em votações
204482,Euclydes Pettersen,REPUBLICANOS,MG,744,743,473,270,0,0,100.0,Alta participação em votações
204495,Airton Faleiro,PT,PA,1291,1290,747,519,0,24,98.14,Alta participação em votações
178997,Moses Rodrigues,UNIÃO,CE,1112,1111,717,394,0,0,100.0,Alta participação em votações
178943,Marcos Soares,PSDB,RJ,715,714,405,306,3,0,99.58,Alta participação em votações
204439,Dr. Leonardo,REPUBLICANOS,MT,471,471,254,216,1,0,99.79,Alta participação em votações
160527,Aguinaldo Ribeiro,PP,PB,943,942,598,341,0,0,99.68,Alta participação em votações
207176,Bia Cavassa,PSDB,MS,125,125,72,53,0,0,100.0,Alta participação em votações
154178,Milton Vieira,REPUBLICANOS,SP,434,434,257,177,0,0,100.0,Alta participação em votações
204420,Julian Lemos,UNIÃO,PB,388,388,232,156,0,0,100.0,Alta participação em votações
178954,Lucio Mosquini,PL,RO,886,885,504,362,2,0,97.85,Alta participação em votações
205863,Marcelo Brum,REPUBLICANOS,RS,114,114,65,49,0,0,100.0,Alta participação em votações
204541,Eduardo Bismarck,PV,CE,1015,1015,589,405,1,9,97.93,Alta participação em votações
204473,General Girão,PL,RN,1392,1391,729,591,2,69,94.9,Alta participação em votações
178929,Diego Garcia,UNIÃO,PR,1406,1405,777,625,3,0,99.79,Alta participação em votações
204380,Celina Leão,PP,DF,238,238,155,81,2,0,99.16,Alta participação em votações
215043,Josivaldo Jp,UNIÃO,MA,1275,1275,773,499,3,0,99.76,Alta participação em votações
122195,Leonardo Gadelha,PODE,PB,292,292,174,118,0,0,100.0,Alta participação em votações
204525,Rosana Valle,PL,SP,1398,1398,778,560,0,60,95.71,Alta participação em votações
204492,Paulo Guedes,PT,MG,1415,1414,829,557,0,28,98.02,Alta participação em votações
160559,Alceu Moreira,MDB,RS,1246,1245,733,512,0,0,100.0,Alta participação em votações
141391,Arnaldo Jardim,CIDADANIA,SP,1091,1090,649,436,2,3,99.54,Alta participação em votações
160641,Professora Marcivania,PCDOB,AP,744,743,440,278,0,25,96.64,Alta participação em votações
160588,Diego Andrade,PSD,MG,816,815,532,283,0,0,100.0,Alta participação em votações
178935,Rossoni,PSDB,PR,150,150,93,56,1,0,99.33,Alta participação em votações
204523,Lucas Gonzalez,NOVO,MG,456,456,207,244,0,5,98.9,Alta participação em votações
74459,Átila Lira,PP,PI,389,389,229,160,0,0,100.0,Alta participação em votações
215045,Pedro Augusto Palareti,PP,RJ,327,327,200,126,1,0,99.69,Alta participação em votações
204521,Abou Anni,UNIÃO,SP,420,420,246,174,0,0,100.0,Alta participação em votações
204449,Nelson Barbudo,PODE,MT,726,726,401,306,0,19,97.38,Alta participação em votações
204500,Eduardo Costa,PSD,PA,357,357,218,139,0,0,100.0,Alta participação em votações
178886,Juscelino Filho,PSDB,MA,719,718,446,272,0,0,100.0,Alta participação em votações
160569,Waldenor Pereira,PT,BA,1201,1200,698,482,0,20,98.33,Alta participação em votações
204486,Mauro Benevides Filho,UNIÃO,CE,1461,1461,888,562,2,9,99.25,Alta participação em votações
74356,Silas Câmara,REPUBLICANOS,AM,881,880,581,299,0,0,100.0,Alta participação em votações
66828,Fausto Pinato,UNIÃO,SP,1281,1280,770,497,13,0,98.98,Alta participação em votações
73460,Gustavo Fruet,PDT,PR,389,389,235,150,0,4,98.97,Alta participação em votações
204571,Alex Santana,REPUBLICANOS,BA,1012,1011,660,345,6,0,99.41,Alta participação em votações
220649,Delegado Da Cunha,UNIÃO,SP,781,781,462,319,0,0,100.0,Alta participação em votações
220630,Pedro Aihara,PP,MG,924,923,536,387,0,0,100.0,Alta participação em votações
220651,Simone Marquetto,PP,SP,726,725,485,240,0,0,100.0,Alta participação em votações
220532,Rafael Prudente,MDB,DF,776,775,510,261,1,0,99.48,Alta participação em votações
220659,Dayany Bittencourt,UNIÃO,CE,927,926,506,420,0,0,100.0,Alta participação em votações
220618,Sargento Portugal,PODE,RJ,964,963,594,369,0,0,100.0,Alta participação em votações
209787,Nikolas Ferreira,PL,MG,1042,1041,505,473,0,63,93.95,Alta participação em votações
74084,Raimundo Santos,PSD,PA,1026,1025,632,392,1,0,99.9,Alta participação em votações
220594,Coronel Assis,PL,MT,1041,1040,547,491,2,0,99.81,Alta participação em votações
220604,Marcos Tavares,PDT,RJ,877,876,529,347,0,0,100.0,Alta participação em votações
233598,Samuel Santos,PODE,GO,173,172,120,52,0,0,100.0,Alta participação em votações
220704,Carol Dartora,PT,PR,719,719,438,281,0,0,100.0,Alta participação em votações
220691,Diego Coronel,REPUBLICANOS,BA,1041,1040,631,407,2,0,99.81,Alta participação em votações
220534,Fred Linhares,REPUBLICANOS,DF,944,943,592,351,0,0,100.0,Alta participação em votações
220663,Eriberto Medeiros,PSB,PE,910,909,560,349,0,0,100.0,Alta participação em votações
77003,Sergio Santos Rodrigues,PODE,MG,91,91,60,31,0,0,100.0,Alta participação em votações
220689,Detinha,PL,MA,546,545,338,195,1,11,97.8,Alta participação em votações
220684,Tião Medeiros,PP,PR,814,813,474,336,3,0,99.63,Alta participação em votações
220600,Lebrão,UNIÃO,RO,555,555,344,209,2,0,99.64,Alta participação em votações
220658,Luiz Gastão,PSD,CE,851,850,522,327,1,0,99.88,Alta participação em votações
220605,Bandeira De Mello,PV,RJ,1008,1007,577,430,0,0,100.0,Alta participação em votações
230765,Enfermeira Rejane,PCDOB,RJ,440,439,247,192,0,0,100.0,Alta participação em votações
220576,Alfredo Gaspar,PL,AL,1095,1095,590,502,3,0,99.73,Alta participação em votações
234788,Heloísa Helena,REDE,RJ,77,77,45,31,1,0,98.7,Alta participação em votações
220650,Paulo Alexandre Barbosa,PSDB,SP,932,931,544,386,1,0,99.89,Alta participação em votações
107970,Ana Paula Leão,PP,MG,918,917,527,390,0,0,100.0,Alta participação em votações
220607,Max Lemos,PDT,RJ,995,994,616,378,0,0,100.0,Alta participação em votações
220620,Rosângela Reis,PL,MG,1006,1006,586,383,0,37,96.32,Alta participação em votações
220686,Duarte Jr.,AVANTE,MA,1019,1018,597,417,0,2,99.61,Alta participação em votações
143942,Caio Vianna,PSD,RJ,601,600,373,227,0,0,100.0,Alta participação em votações
74065,Fatima Pelaes,REPUBLICANOS,AP,153,152,99,53,0,0,100.0,Alta participação em votações
220617,Murillo Gouvea,PSDB,RJ,956,955,603,351,1,0,99.9,Alta participação em votações
220700,Florentino Neto,PT,PI,911,910,540,367,0,3,99.67,Alta participação em votações
160161,Marcelo Queiroz,PSDB,RJ,789,789,468,308,13,0,98.35,Alta participação em votações
