id_deputado,dept_tx_nome_parlamentar,part_sg_partido,uf_sg_uf,qt_votacoes,qt_ausencias,pc_ausencia
204435,Jesus Sérgio,PDT,AC,406,0,0.0
160575,Erika Kokay,PT,DF,1650,1,0.06
204406,Pedro Westphalen,PP,RS,1348,1,0.07
74262,Carlos Sampaio,PSDB,SP,743,0,0.0
122974,Pedro Lucas Fernandes,UNIÃO,MA,1023,1,0.1
109429,Benes Leocádio,REPUBLICANOS,RN,123,0,0.0
122974,Pedro Lucas Fernandes,PTB,MA,132,0,0.0
204428,Marília Arraes,SOLIDARIEDADE,PE,170,0,0.0
204441,Otoni De Paula,PSC,RJ,96,0,0.0
204400,Aline Sleutjes,PROS,PR,277,0,0.0
204467,Professora Rosa Neide,PT,MT,455,0,0.0
204510,Franco Cartafina,PP,MG,381,0,0.0
160508,Afonso Florence,PT,BA,391,0,0.0
204383,Professor Israel Batista,PSB,DF,293,0,0.0
204484,General Peternelli,UNIÃO,SP,460,0,0.0
204484,General Peternelli,,SP,53,0,0.0
204400,Aline Sleutjes,UNIÃO,PR,97,0,0.0
204400,Aline Sleutjes,,PR,51,0,0.0
204383,Professor Israel Batista,PV,DF,173,0,0.0
177282,Subtenente Gonzaga,PSD,MG,285,0,0.0
204505,Vavá Martins,REPUBLICANOS,PA,345,0,0.0
177282,Subtenente Gonzaga,PDT,MG,103,0,0.0
68720,Fábio Henrique,UNIÃO,SE,432,0,0.0
178994,Dulce Miranda,MDB,TO,447,0,0.0
154919,Eleuses Paiva,PSD,SP,187,0,0.0
178925,Rejane Dias,PT,PI,457,0,0.0
68720,Fábio Henrique,PDT,SE,134,0,0.0
74574,Paulo Magalhães,PSD,BA,1276,1,0.08
178843,Marx Beltrão,PP,AL,1073,1,0.09
204544,Alexandre Frota,PSDB,SP,298,0,0.0
178947,Sóstenes Cavalcante,PL,RJ,823,0,0.0
74270,Gilberto Nascimento,PSC,SP,123,0,0.0
178947,Sóstenes Cavalcante,,RJ,27,0,0.0
161550,Emidinho Madeira,PL,MG,974,1,0.1
178843,Marx Beltrão,PSD,AL,107,0,0.0
204404,Lucas Redecker,PSDB,RS,1634,1,0.06
161550,Emidinho Madeira,PSB,MG,99,0,0.0
178947,Sóstenes Cavalcante,UNIÃO,RJ,24,0,0.0
204544,Alexandre Frota,PROS,SP,55,0,0.0
178861,Ronaldo Carletto,PP,BA,442,0,0.0
146307,Neri Geller,PP,MT,185,0,0.0
160511,Alessandro Molon,PSB,RJ,414,0,0.0
108338,Jaqueline Cassol,PP,RO,409,0,0.0
204367,Daniel Freitas,,SC,56,0,0.0
204367,Daniel Freitas,PL,SC,1289,1,0.08
204366,Rodrigo Coelho,PODE,SC,459,0,0.0
204511,David Soares,UNIÃO,SP,846,0,0.0
204367,Daniel Freitas,UNIÃO,SC,24,0,0.0
74646,Aécio Neves,PSDB,MG,840,1,0.12
178977,Eduardo Cury,PSDB,SP,433,0,0.0
74352,Nilson Pinto,PSDB,PA,317,0,0.0
204502,Bozzella,UNIÃO,SP,367,0,0.0
73466,Rubens Bueno,CIDADANIA,PR,514,0,0.0
204502,Bozzella,,SP,49,0,0.0
204526,Luiz Philippe De Orleans E Bragança,PL,SP,1232,1,0.08
204526,Luiz Philippe De Orleans E Bragança,UNIÃO,SP,25,0,0.0
204526,Luiz Philippe De Orleans E Bragança,,SP,41,0,0.0
204421,Edna Henrique,REPUBLICANOS,PB,268,0,0.0
93083,Cacá Leão,PP,BA,332,0,0.0
204517,Zé Vitor,PL,MG,709,0,0.0
204373,Hélio Costa,PSD,SC,296,0,0.0
204373,Hélio Costa,REPUBLICANOS,SC,123,0,0.0
215045,Pedro Augusto Palareti,PP,RJ,198,0,0.0
178934,Toninho Wandscheer,PROS,PR,404,0,0.0
215045,Pedro Augusto Palareti,PSD,RJ,129,0,0.0
178881,Aluisio Mendes,PSC,MA,446,0,0.0
219599,Sargento Alexandre,PODE,SP,96,0,0.0
230957,João Cury,MDB,SP,360,1,0.28
220688,Dr. Francisco,PT,PI,984,1,0.1
204376,Coronel Armando,PP,SC,73,0,0.0
220621,Sargento Gonçalves,PL,RN,1068,1,0.09
220693,Roberta Roma,PL,BA,779,1,0.13
204494,Fred Costa,PRD,MG,288,0,0.0
220692,Dal Barreto,UNIÃO,BA,816,1,0.12
220616,Luciano Vieira,REPUBLICANOS,RJ,471,1,0.21
220616,Luciano Vieira,PSDB,RJ,59,0,0.0
230764,Ivan Junior,UNIÃO,MA,26,0,0.0
220659,Dayany Bittencourt,UNIÃO,CE,927,1,0.11
141485,Luiz Carlos Busato,UNIÃO,RS,941,1,0.11
220534,Fred Linhares,REPUBLICANOS,DF,944,1,0.11
220687,Márcio Honaiser,PDT,MA,811,1,0.12
204391,José Nelto,UNIÃO,GO,360,1,0.28
234406,Elmano Férrer,PP,PI,79,0,0.0
220645,Erika Hilton,PSOL,SP,792,0,0.0
220658,Luiz Gastão,PSD,CE,851,1,0.12
74262,Carlos Sampaio,PSD,SP,625,1,0.16
220576,Alfredo Gaspar,UNIÃO,AL,1094,0,0.0
221338,Professora Luciene Cavalcante,PSOL,SP,1004,0,0.0
220568,Gustavo Gayer,PL,GO,961,1,0.1
220685,Paulo Litro,PSD,PR,932,1,0.11
74550,João Leão,PP,BA,836,1,0.12
220664,Guilherme Uchoa,PSB,PE,926,1,0.11
220626,Rafael Simoes,UNIÃO,MG,955,0,0.0
220700,Florentino Neto,PT,PI,911,1,0.11
74270,Gilberto Nascimento,PSD,SP,338,1,0.3
220558,Zé Trovão,PL,SC,985,1,0.1
220528,Dr. Victor Linhalis,PODE,ES,893,1,0.11
220589,Eduardo Velloso,UNIÃO,AC,815,1,0.12
220657,André Fernandes,PL,CE,812,1,0.12
220540,Duda Ramos,MDB,RR,690,1,0.14
220545,Filipe Martins,PL,TO,1001,1,0.1
226708,Allan Garcês,PP,MA,758,1,0.13
160161,Marcelo Queiroz,PP,RJ,713,0,0.0
220712,Fausto Jr.,UNIÃO,AM,726,1,0.14
74084,Raimundo Santos,PSD,PA,1026,1,0.1
160161,Marcelo Queiroz,PSDB,RJ,76,0,0.0
220573,Dorinaldo Malafaia,PDT,AP,820,1,0.12
178934,Toninho Wandscheer,PP,PR,1009,1,0.1
178881,Aluisio Mendes,REPUBLICANOS,MA,906,1,0.11
160629,Romero Rodrigues,PODE,PB,914,1,0.11
220547,Marcos Pollon,PL,MS,1171,1,0.09
204476,Chiquinho Brazão,S.PART.,RJ,1,0,0.0
220587,Gerlen Diniz,PP,AC,589,0,0.0
220616,Luciano Vieira,PL,RJ,299,0,0.0
100689,Hildo Do Candango,REPUBLICANOS,GO,106,0,0.0
226410,Márcio Correa,MDB,GO,111,0,0.0
160629,Romero Rodrigues,PSC,PB,95,0,0.0
223398,Ulisses Guimarães,MDB,MG,78,0,0.0
235776,Sérgio Turra,PP,RS,19,0,0.0
178858,Mário Negromonte Jr.,PSB,BA,14,0,0.0
204541,Eduardo Bismarck,PV,CE,14,0,0.0
220687,Márcio Honaiser,SOLIDARIEDADE,MA,7,0,0.0
220643,Sônia Guajajara,PSOL,SP,19,0,0.0
204441,Otoni De Paula,PSD,RJ,10,0,0.0
220576,Alfredo Gaspar,PL,AL,1,0,0.0
220685,Paulo Litro,UNIÃO,PR,6,0,0.0
220664,Guilherme Uchoa,PSD,PE,8,0,0.0
204404,Lucas Redecker,PSD,RS,16,0,0.0
178843,Marx Beltrão,UNIÃO,AL,1,0,0.0
220589,Eduardo Velloso,SOLIDARIEDADE,AC,14,0,0.0
204511,David Soares,PODE,SP,6,0,0.0
178887,Rubens Pereira Júnior,PT,MA,1441,1,0.07
178901,Tereza Cristina,PP,MS,307,0,0.0
178887,Rubens Pereira Júnior,PCDOB,MA,122,0,0.0
205865,Reinhold Stephanes,PSD,PR,898,0,0.0
204394,Gervásio Maia,PSB,PB,1553,1,0.06
141411,Dagoberto Nogueira,PSDB,MS,1264,1,0.08
73433,Arlindo Chinaglia,PT,SP,1428,1,0.07
141411,Dagoberto Nogueira,PDT,MS,134,0,0.0
204437,Severino Pessoa,REPUBLICANOS,AL,104,0,0.0
204474,Juarez Costa,MDB,MT,1155,1,0.09
74161,Reginaldo Lopes,PT,MG,942,1,0.11
160559,Alceu Moreira,MDB,RS,1246,1,0.08
204472,José Medeiros,PL,MT,1257,1,0.08
178975,Baleia Rossi,MDB,SP,925,0,0.0
204437,Severino Pessoa,MDB,AL,171,0,0.0
204472,José Medeiros,PODE,MT,83,0,0.0
76874,Marcelo Freixo,PSB,RJ,438,0,0.0
188097,Merlong Solano,PT,PI,1536,1,0.07
204426,Carlos Veras,PT,PE,1491,1,0.07
204384,Ney Leprevost,UNIÃO,PR,256,0,0.0
160556,Padre João,PT,MG,1459,1,0.07
204547,Léo Motta,PL,MG,32,0,0.0
204547,Léo Motta,REPUBLICANOS,MG,172,0,0.0
178886,Juscelino Filho,UNIÃO,MA,660,1,0.15
204430,Margarete Coelho,PP,PI,381,0,0.0
217330,Pedro Dalua,PSC,AP,91,0,0.0
204547,Léo Motta,UNIÃO,MG,21,0,0.0
204547,Léo Motta,,MG,41,0,0.0
178886,Juscelino Filho,,MA,47,0,0.0
204492,Paulo Guedes,PT,MG,1415,1,0.07
160512,Aureo Ribeiro,SOLIDARIEDADE,RJ,1201,1,0.08
73788,Ricardo Barros,PP,PR,721,1,0.14
204515,André Janones,AVANTE,MG,1284,1,0.08
204358,Beto Pereira,PSDB,MS,1159,1,0.09
204405,Liziane Bayer,PSB,RS,116,0,0.0
166402,Magda Mofatto,PL,GO,558,0,0.0
204357,Rose Modesto,PSDB,MS,122,0,0.0
204457,Juninho Do Pneu,UNIÃO,RJ,1360,1,0.07
204364,Eli Borges,PL,TO,1064,0,0.0
73441,Celso Russomanno,REPUBLICANOS,SP,1202,1,0.08
204405,Liziane Bayer,REPUBLICANOS,RS,372,0,0.0
204357,Rose Modesto,UNIÃO,MS,185,0,0.0
204364,Eli Borges,SOLIDARIEDADE,TO,111,0,0.0
204457,Juninho Do Pneu,,RJ,55,0,0.0
204477,Felício Laterça,PP,RJ,342,0,0.0
204446,Professor Joziel,UNIÃO,RJ,103,0,0.0
204446,Professor Joziel,,RJ,50,0,0.0
204446,Professor Joziel,PATRIOTA,RJ,255,0,0.0
204477,Felício Laterça,UNIÃO,RJ,83,0,0.0
74200,Gastão Vieira,PROS,MA,108,0,0.0
204477,Felício Laterça,,RJ,55,0,0.0
213274,Ricardo Silva,PSB,SP,97,0,0.0
204461,Paulo Ganime,NOVO,RJ,476,0,0.0
213274,Ricardo Silva,PSD,SP,501,0,0.0
73808,Sérgio Brito,PSD,BA,452,0,0.0
74165,Neucimar Fraga,PP,ES,242,0,0.0
204478,Vinicius Farah,UNIÃO,RJ,174,0,0.0
204480,Rogério Correia,PT,MG,1415,1,0.07
204478,Vinicius Farah,MDB,RJ,16,0,0.0
74165,Neucimar Fraga,PSD,ES,104,0,0.0
178959,Hiran Gonçalves,PP,RR,332,0,0.0
204372,Julio Cesar Ribeiro,REPUBLICANOS,DF,1179,1,0.08
74060,Daniel Almeida,PCDOB,BA,1343,1,0.07
204535,Sâmia Bomfim,PSOL,SP,1328,0,0.0
160532,Eli Corrêa Filho,UNIÃO,SP,395,0,0.0
74044,Wilson Santiago,REPUBLICANOS,PB,1033,1,0.1
218086,Ely Santos,REPUBLICANOS,SP,1000,1,0.1
160532,Eli Corrêa Filho,,SP,56,0,0.0
204557,Sidney Leite,PSD,AM,1196,1,0.08
204450,Doutor Luizinho,PP,RJ,547,1,0.18
178879,Lucas Vergilio,SOLIDARIEDADE,GO,126,0,0.0
74044,Wilson Santiago,PTB,PB,71,0,0.0
116379,Darci De Matos,PSD,SC,669,0,0.0
69871,Bacelar,PV,BA,1412,1,0.07
73463,Osmar Serraglio,PP,PR,450,0,0.0
195866,Vaidon Oliveira,PROS,CE,119,0,0.0
204504,Cezinha De Madureira,PSD,SP,1352,1,0.07
69871,Bacelar,PODE,BA,125,0,0.0
195866,Vaidon Oliveira,UNIÃO,CE,112,0,0.0
66828,Fausto Pinato,PP,SP,1280,1,0.08
204482,Euclydes Pettersen,PSC,MG,238,0,0.0
204444,Helio Lopes,PL,RJ,1108,0,0.0
204444,Helio Lopes,UNIÃO,RJ,83,0,0.0
204444,Helio Lopes,,RJ,52,0,0.0
74090,Átila Lins,PSD,AM,933,1,0.11
74090,Átila Lins,PP,AM,113,0,0.0
178990,Samuel Moreira,PSDB,SP,461,0,0.0
204488,Célio Studart,PSD,CE,934,0,0.0
73460,Gustavo Fruet,PDT,PR,389,0,0.0
160673,Giovani Cherini,PL,RS,1428,1,0.07
204550,Júnior Mano,PL,CE,385,0,0.0
204488,Célio Studart,PV,CE,91,0,0.0
204532,Vinicius Poit,NOVO,SP,464,0,0.0
178962,Carlos Gomes,REPUBLICANOS,RS,714,0,0.0
204498,Olival Marques,MDB,PA,1177,1,0.08
204498,Olival Marques,UNIÃO,PA,68,0,0.0
141480,Lázaro Botelho,PP,TO,833,0,0.0
204498,Olival Marques,,PA,52,0,0.0
160665,Augusto Coutinho,REPUBLICANOS,PE,1268,1,0.08
160665,Augusto Coutinho,SOLIDARIEDADE,PE,79,0,0.0
204456,Gutemberg Reis,MDB,RJ,1409,1,0.07
204377,Paula Belmonte,CIDADANIA,DF,406,0,0.0
204361,Carlos Chiodini,MDB,SC,671,0,0.0
196358,Lourival Gomes,UNIÃO,RJ,98,0,0.0
204436,Isnaldo Bulhões Jr.,MDB,AL,496,1,0.2
196358,Lourival Gomes,PP,RJ,262,0,0.0
196358,Lourival Gomes,,RJ,44,0,0.0
160588,Diego Andrade,PSD,MG,816,1,0.12
73586,Júlio Delgado,PV,MG,348,0,0.0
74471,André De Paula,PSD,PE,332,0,0.0
160510,Luis Tibé,AVANTE,MG,686,1,0.15
73586,Júlio Delgado,PSB,MG,128,0,0.0
141464,José Airton Félix Cirilo,PT,CE,1117,1,0.09
160621,Sandro Alex,PSD,PR,334,0,0.0
220574,Cabo Gilberto Silva,PL,PB,1081,1,0.09
178905,Fabio Garcia,UNIÃO,MT,96,0,0.0
223128,Rodrigo Estacho,PSD,PR,876,1,0.11
141533,Rodrigo Rollemberg,PSB,DF,275,1,0.36
229432,Luiz Fernando Vampiro,MDB,SC,417,1,0.24
74065,Fatima Pelaes,REPUBLICANOS,AP,153,1,0.65
220689,Detinha,PL,MA,546,1,0.18
220707,Amanda Gentil,PP,MA,670,1,0.15
220539,Defensor Stélio Dener,REPUBLICANOS,RR,1063,1,0.09
220697,Jadyel Alencar,REPUBLICANOS,PI,529,1,0.19
220675,Antônio Doido,MDB,PA,909,1,0.11
220660,Yury Do Paredão,MDB,CE,564,1,0.18
230765,Enfermeira Rejane,PCDOB,RJ,440,1,0.23
98615,Ismael,PSD,SC,883,1,0.11
143942,Caio Vianna,PSD,RJ,601,1,0.17
220584,Murilo Galdino,REPUBLICANOS,PB,927,1,0.11
74041,Luiz Couto,PT,PB,1288,1,0.08
166402,Magda Mofatto,PRD,GO,582,1,0.17
220578,Josenildo,PDT,AP,1059,1,0.09
171786,Miguel Ângelo,PT,MG,856,1,0.12
220617,Murillo Gouvea,UNIÃO,RJ,947,1,0.11
220672,Henderson Pinto,MDB,PA,849,1,0.12
220666,Coronel Meira,PL,PE,1109,1,0.09
220649,Delegado Da Cunha,PP,SP,780,0,0.0
74856,Laura Carneiro,PSD,RJ,1048,1,0.1
220559,Julia Zanatta,PL,SC,1029,1,0.1
220533,Prof. Reginaldo Veras,PV,DF,973,1,0.1
80815,Leo Prates,PDT,BA,922,1,0.11
220567,Jeferson Rodrigues,REPUBLICANOS,GO,754,1,0.13
220691,Diego Coronel,PSD,BA,1018,1,0.1
204482,Euclydes Pettersen,REPUBLICANOS,MG,506,1,0.2
204550,Júnior Mano,PSB,CE,211,0,0.0
220677,Keniston Braga,MDB,PA,836,0,0.0
220592,Zezinho Barbary,PP,AC,837,1,0.12
220706,Padovani,UNIÃO,PR,518,1,0.19
220671,Dilvanda Faro,PT,PA,996,1,0.1
220662,Lucas Ramos,PSB,PE,991,1,0.1
220703,Neto Carletto,AVANTE,BA,397,1,0.25
220703,Neto Carletto,PP,BA,542,0,0.0
227310,Silvio Antonio,PL,MA,184,0,0.0
220697,Jadyel Alencar,PV,PI,226,0,0.0
220660,Yury Do Paredão,S.PART.,CE,49,0,0.0
220660,Yury Do Paredão,PL,CE,73,0,0.0
166402,Magda Mofatto,PATRIOTA,GO,141,0,0.0
227323,Luciano Galego,PL,MA,85,0,0.0
220698,Beto Preto,PSD,PR,118,0,0.0
221339,Dr. Benjamim,UNIÃO,MA,451,0,0.0
229225,Missionária Michele Collins,PP,PE,72,0,0.0
230088,Dra. Mayra Pinheiro,PL,CE,83,0,0.0
204394,Gervásio Maia,PCDOB,PB,14,0,0.0
141411,Dagoberto Nogueira,PP,MS,12,0,0.0
204474,Juarez Costa,REPUBLICANOS,MT,18,0,0.0
178886,Juscelino Filho,PSDB,MA,12,0,0.0
220539,Defensor Stélio Dener,UNIÃO,RR,11,0,0.0
220637,Marina Silva,REDE,SP,14,0,0.0
204515,André Janones,REDE,MG,19,0,0.0
98615,Ismael,PL,SC,16,0,0.0
204364,Eli Borges,REPUBLICANOS,TO,11,0,0.0
204457,Juninho Do Pneu,PSDB,RJ,15,0,0.0
204358,Beto Pereira,REPUBLICANOS,MS,11,0,0.0
220617,Murillo Gouvea,PSDB,RJ,9,0,0.0
220672,Henderson Pinto,UNIÃO,PA,13,0,0.0
220567,Jeferson Rodrigues,PSDB,GO,21,0,0.0
80815,Leo Prates,REPUBLICANOS,BA,1,0,0.0
220649,Delegado Da Cunha,UNIÃO,SP,1,0,0.0
222565,Soldado Noelio,UNIÃO,CE,40,0,0.0
204504,Cezinha De Madureira,PL,SP,25,0,0.0
220691,Diego Coronel,REPUBLICANOS,BA,23,0,0.0
66828,Fausto Pinato,UNIÃO,SP,1,0,0.0
204498,Olival Marques,PODE,PA,8,0,0.0
220706,Padovani,PP,PR,8,0,0.0
220706,Padovani,PL,PR,4,0,0.0
220706,Padovani,REPUBLICANOS,PR,1,0,0.0
