part_sg_partido,desp_tx_segmento_despesa,desp_tx_tipo_despesa,data_nr_ano,data_tx_ano_mes,part_qt_responsaveis,part_qt_deputados,part_qt_documentos,part_qt_fornecedores,part_vl_total_documento,part_vl_total_glosa,part_vl_total_liquido,part_vl_medio_liquido,part_pc_participacao_segmento
UNIÃO,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2022,2022-11,3,3,3,3,797.21,0.00,797.21,265.736667,0.03
UNIÃO,Viagens,Passagem Aérea - Reembolso,2022,2022-11,7,7,17,4,37238.35,0.00,37238.35,2190.491176,1.38
UNIÃO,Viagens,Passagem Aérea - Sigepa,2022,2022-11,43,43,386,0,488153.25,0.00,488153.25,1111.966401,18.07
UNIÃO,Serviços profissionais,"Consultorias, Pesquisas E Trabalhos Técnicos.",2022,2022-11,16,16,28,22,420233.40,0.00,420233.40,15008.335714,15.55
UNIÃO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2022,2022-11,38,38,111,79,180896.33,1031.73,178236.62,1605.735315,6.60
UNIÃO,Viagens,Passagem Aérea - Rpa,2022,2022-11,16,16,69,3,93489.50,0.00,93489.50,1354.920290,3.46
UNIÃO,Publicidade,Assinatura De Publicações,2022,2022-11,1,1,1,1,64.90,0.00,64.90,64.900000,0.00
UNIÃO,Comunicação,Telefonia,2022,2022-11,33,33,52,15,20719.81,1020.23,19699.58,294.023582,0.73
UNIÃO,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2022,2022-11,1,1,5,2,237.95,0.00,237.95,47.590000,0.01
UNIÃO,Alimentação,Fornecimento De Alimentação Do Parlamentar,2022,2022-11,9,9,49,34,2449.11,26.75,2422.36,49.435918,0.09
UNIÃO,Locomoção,Locação Ou Fretamento De Veículos Automotores,2022,2022-11,32,32,49,30,296765.10,11201.46,285563.64,5827.829388,10.57
UNIÃO,Publicidade,Divulgação Da Atividade Parlamentar.,2022,2022-11,33,33,89,70,1049274.52,6044.79,1043229.71,11721.682135,38.61
UNIÃO,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2022,2022-11,11,11,49,9,2571.94,179.53,2392.41,48.824694,0.09
UNIÃO,Comunicação,Telefonia,2022,2022-12,38,38,47,15,33226.73,984.10,32242.63,204.067278,1.20
UNIÃO,Serviços profissionais,"Consultorias, Pesquisas E Trabalhos Técnicos.",2022,2022-12,20,20,31,23,419283.60,0.00,405286.63,13073.762258,15.11
UNIÃO,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2022,2022-12,3,3,6,3,4951.69,0.00,4951.69,825.281667,0.18
UNIÃO,Viagens,Passagem Aérea - Rpa,2022,2022-12,12,12,49,3,40999.24,0.00,40999.24,836.719184,1.53
UNIÃO,Publicidade,Divulgação Da Atividade Parlamentar.,2022,2022-12,36,36,120,101,976050.22,697.80,971817.86,8098.482167,36.23
UNIÃO,Locomoção,Locação Ou Fretamento De Aeronaves,2022,2022-12,1,1,1,1,26750.00,0.00,26750.00,26750.000000,1.00
UNIÃO,Publicidade,Assinatura De Publicações,2022,2022-12,1,1,1,1,64.90,0.00,64.90,64.900000,0.00
UNIÃO,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2022,2022-12,1,1,9,2,429.95,0.00,429.95,47.772222,0.02
UNIÃO,Viagens,Passagem Aérea - Reembolso,2022,2022-12,8,8,16,3,33316.49,0.00,33316.49,2082.280625,1.24
UNIÃO,Viagens,Passagem Aérea - Sigepa,2022,2022-12,43,43,420,0,502254.14,0.00,502254.14,1004.508280,18.73
UNIÃO,Outros,Serviços Postais,2022,2022-12,33,33,4,4,11302.39,0.00,11302.39,148.715658,0.42
UNIÃO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2022,2022-12,33,33,104,68,181039.44,1246.74,179792.70,1728.775962,6.70
UNIÃO,Locomoção,Locação Ou Fretamento De Veículos Automotores,2022,2022-12,34,34,68,32,360192.52,1276.20,354279.34,5209.990294,13.21
UNIÃO,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2022,2022-12,10,10,83,9,3958.29,206.07,3752.22,45.207470,0.14
UNIÃO,Combustível,Combustíveis E Lubrificantes.,2022,2022-12,45,45,362,192,105511.23,845.02,104666.21,289.133177,3.90
UNIÃO,Alimentação,Fornecimento De Alimentação Do Parlamentar,2022,2022-12,7,7,34,26,1568.36,23.45,1544.91,45.438529,0.06
UNIÃO,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2022,2022-12,2,2,2,2,8759.92,0.00,8759.92,4379.960000,0.33
UNIÃO,Viagens,Passagem Aérea - Reembolso,2023,2023-01,6,6,20,5,33072.65,1088.79,31983.86,1599.193000,1.78
UNIÃO,Viagens,Passagem Aérea - Rpa,2023,2023-01,4,4,9,3,17281.90,0.00,17281.90,1920.211111,0.96
UNIÃO,Publicidade,Assinatura De Publicações,2023,2023-01,2,2,2,2,2059.90,0.00,2059.90,1029.950000,0.11
UNIÃO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-01,28,28,88,67,131652.80,1627.95,130024.85,1477.555114,7.23
UNIÃO,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-01,10,10,73,10,3522.09,65.71,3456.38,47.347671,0.19
UNIÃO,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-01,33,33,70,30,301974.20,590.32,301383.88,4305.484000,16.76
UNIÃO,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-01,7,7,10,10,8209.04,11.70,8197.34,819.734000,0.46
UNIÃO,Comunicação,Telefonia,2023,2023-01,38,38,44,15,20482.64,688.40,19794.24,238.484819,1.10
UNIÃO,Serviços profissionais,"Consultorias, Pesquisas E Trabalhos Técnicos.",2023,2023-01,12,12,19,15,274813.00,0.00,274813.00,14463.842105,15.28
UNIÃO,Viagens,Passagem Aérea - Sigepa,2023,2023-01,42,42,295,0,391624.64,0.00,391624.64,1096.987787,21.78
UNIÃO,Outros,Serviços Postais,2023,2023-01,24,24,1,1,12812.84,0.00,12812.84,185.693333,0.71
UNIÃO,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-01,27,27,60,48,481547.42,0.00,478745.62,7979.093667,26.63
UNIÃO,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2023,2023-01,1,1,2,1,635.48,0.00,635.48,317.740000,0.04
UNIÃO,Combustível,Combustíveis E Lubrificantes.,2023,2023-01,43,43,345,202,119654.91,89.62,119565.29,346.566058,6.65
UNIÃO,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-01,6,6,64,50,4825.51,242.98,4582.53,71.602031,0.25
UNIÃO,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2023,2023-01,3,3,4,3,1097.21,0.00,1097.21,274.302500,0.06
UNIÃO,Comunicação,Telefonia,2023,2023-02,36,36,39,13,20170.60,359.72,19810.88,291.336471,1.33
UNIÃO,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-02,29,29,50,45,289193.48,0.00,289193.48,5783.869600,19.41
UNIÃO,Publicidade,Assinatura De Publicações,2023,2023-02,1,1,1,1,123.83,0.00,123.83,123.830000,0.01
UNIÃO,Combustível,Combustíveis E Lubrificantes.,2023,2023-02,45,45,401,222,112142.65,47.48,111377.17,276.370149,7.48
UNIÃO,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-02,27,27,45,29,264551.99,6513.28,258038.76,5734.194667,17.32
UNIÃO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-02,38,38,103,67,195659.14,182.82,195476.32,1897.828350,13.12
UNIÃO,Viagens,Passagem Aérea - Sigepa,2023,2023-02,48,48,436,0,534938.35,0.00,534938.35,1007.416855,35.90
UNIÃO,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2023,2023-02,3,3,6,3,1277.42,0.00,1277.42,212.903333,0.09
UNIÃO,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-02,15,15,40,28,2958.77,317.46,2641.31,66.032750,0.18
UNIÃO,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-02,16,16,25,19,15643.21,2058.11,13585.10,543.404000,0.91
UNIÃO,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-02,5,5,25,11,1952.44,0.33,1952.11,78.084400,0.13
UNIÃO,Viagens,Passagem Aérea - Reembolso,2023,2023-02,13,13,27,7,51780.27,0.00,47358.17,1578.605667,3.18
UNIÃO,Viagens,Passagem Aérea - Rpa,2023,2023-02,6,6,17,3,11701.73,0.00,11701.73,688.337059,0.79
UNIÃO,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2023,2023-02,3,3,4,3,2497.21,0.00,2497.21,624.302500,0.17
UNIÃO,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-03,35,35,60,31,334071.09,2935.66,331135.43,5518.923833,13.90
UNIÃO,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-03,18,18,52,34,25508.97,8.01,25500.96,490.403077,1.07
UNIÃO,Comunicação,Telefonia,2023,2023-03,34,34,43,15,22542.54,850.51,21692.03,285.421447,0.91
UNIÃO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-03,40,40,140,88,248606.91,775.40,247831.51,1770.225071,10.40
UNIÃO,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-03,43,43,108,92,746686.92,4969.74,741717.22,6867.752037,31.13
UNIÃO,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-03,14,14,77,44,4896.84,101.28,4795.56,62.280000,0.20
UNIÃO,Combustível,Combustíveis E Lubrificantes.,2023,2023-03,50,50,682,330,248043.61,1002.86,247040.75,362.229839,10.37
UNIÃO,Viagens,Passagem Aérea - Sigepa,2023,2023-03,50,50,584,0,716107.54,0.00,716107.54,1007.183601,30.05
UNIÃO,Viagens,Passagem Aérea - Rpa,2023,2023-03,9,9,29,3,21573.25,0.00,21573.25,743.905172,0.91
UNIÃO,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-03,9,9,35,7,3217.86,267.23,2950.63,84.303714,0.12
UNIÃO,Viagens,Passagem Aérea - Reembolso,2023,2023-03,3,3,3,3,6735.63,0.00,6735.63,2245.210000,0.28
UNIÃO,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2023,2023-03,5,5,6,6,14730.26,0.00,14730.26,2455.043333,0.62
UNIÃO,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2023,2023-03,1,1,3,2,656.42,0.00,656.42,218.806667,0.03
UNIÃO,Publicidade,Assinatura De Publicações,2023,2023-03,1,1,1,1,340.00,0.00,340.00,340.000000,0.01
UNIÃO,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-04,7,7,45,10,3041.86,22.64,3019.22,67.093778,0.18
UNIÃO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-04,41,41,142,88,247252.28,947.41,246304.87,1734.541338,14.46
UNIÃO,Viagens,Passagem Aérea - Sigepa,2023,2023-04,47,47,277,0,251109.13,0.00,251109.13,693.671630,14.74
UNIÃO,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-04,37,37,60,34,347257.67,14008.20,333249.47,5554.157833,19.56
UNIÃO,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2023,2023-04,5,5,6,5,13710.26,0.00,13710.26,2285.043333,0.80
UNIÃO,Combustível,Combustíveis E Lubrificantes.,2023,2023-04,50,50,536,286,186151.50,2834.92,183316.58,342.008545,10.76
UNIÃO,Comunicação,Telefonia,2023,2023-04,34,34,43,17,25068.75,1187.74,23881.01,302.291266,1.40
UNIÃO,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-04,9,9,53,38,3293.99,59.54,3234.45,61.027358,0.19
UNIÃO,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-04,41,41,80,71,594287.26,0.00,594287.26,7428.590750,34.88
UNIÃO,Viagens,Passagem Aérea - Reembolso,2023,2023-04,3,3,4,3,7974.69,0.00,7974.69,1993.672500,0.47
UNIÃO,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2023,2023-04,1,1,1,1,113.20,0.00,113.20,113.200000,0.01
UNIÃO,Viagens,Passagem Aérea - Rpa,2023,2023-04,4,4,7,2,4764.08,0.00,4764.08,680.582857,0.28
UNIÃO,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-04,15,15,32,22,11719.91,50.00,11669.91,364.684688,0.69
UNIÃO,Locomoção,Locação Ou Fretamento De Aeronaves,2023,2023-04,1,1,1,1,27000.00,0.00,27000.00,27000.000000,1.58
UNIÃO,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-05,22,22,78,37,36046.30,39.70,36006.60,461.623077,1.52
UNIÃO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-05,40,40,151,94,292675.49,342.64,292332.85,1935.979139,12.33
UNIÃO,Viagens,Passagem Aérea - Sigepa,2023,2023-05,50,50,420,0,456366.46,0.00,456366.46,853.021421,19.25
UNIÃO,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-05,42,42,65,36,387513.52,2187.00,385326.52,5928.100308,16.25
UNIÃO,Viagens,Passagem Aérea - Reembolso,2023,2023-05,1,1,3,1,3953.40,0.00,3953.40,1317.800000,0.17
UNIÃO,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2023,2023-05,4,4,4,4,6710.26,0.00,6710.26,1677.565000,0.28
UNIÃO,Combustível,Combustíveis E Lubrificantes.,2023,2023-05,51,51,672,334,237509.92,6891.82,230618.10,343.181696,9.73
UNIÃO,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-05,13,13,84,35,4140.81,108.80,4032.01,48.000119,0.17
UNIÃO,Comunicação,Telefonia,2023,2023-05,35,35,47,15,29527.94,1065.76,28462.18,351.384938,1.20
UNIÃO,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2023,2023-05,2,2,3,2,440.00,0.00,440.00,146.666667,0.02
UNIÃO,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-05,8,8,58,5,3987.88,84.32,3903.56,67.302759,0.16
UNIÃO,Viagens,Passagem Aérea - Rpa,2023,2023-05,4,4,12,2,6542.54,0.00,6542.54,545.211667,0.28
UNIÃO,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-05,47,47,127,105,916278.24,0.00,916278.24,7214.789291,38.65
UNIÃO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-06,41,41,157,103,288363.74,1485.08,286878.66,1827.252611,12.86
UNIÃO,Comunicação,Telefonia,2023,2023-06,39,39,48,18,29293.61,841.20,28452.41,270.975333,1.28
UNIÃO,Viagens,Passagem Aérea - Reembolso,2023,2023-06,3,3,3,3,4882.02,0.00,4882.02,1627.340000,0.22
UNIÃO,Viagens,Passagem Aérea - Sigepa,2023,2023-06,51,51,378,0,371503.16,0.00,371503.16,747.491268,16.65
UNIÃO,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2023,2023-06,5,5,6,5,8005.26,0.00,8005.26,1334.210000,0.36
UNIÃO,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-06,10,10,69,47,4421.62,107.32,4314.30,62.526087,0.19
UNIÃO,Combustível,Combustíveis E Lubrificantes.,2023,2023-06,50,50,597,334,202320.22,2732.70,199587.52,334.317454,8.95
UNIÃO,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-06,13,13,51,31,21067.21,0.01,21067.20,413.082353,0.94
UNIÃO,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-06,7,7,66,11,5080.16,192.94,4887.22,74.048788,0.22
UNIÃO,Locomoção,Locação Ou Fretamento De Aeronaves,2023,2023-06,3,3,3,2,57840.00,0.00,57840.00,19280.000000,2.59
UNIÃO,Locomoção,Locação Ou Fretamento De Embarcações,2023,2023-06,1,1,1,1,20000.00,0.00,20000.00,20000.000000,0.90
UNIÃO,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2023,2023-06,1,1,2,1,279.68,0.00,279.68,139.840000,0.01
UNIÃO,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-06,42,42,112,100,796617.48,0.00,796617.48,7112.656071,35.70
UNIÃO,Viagens,Passagem Aérea - Rpa,2023,2023-06,5,5,9,2,8692.59,0.00,8692.59,965.843333,0.39
UNIÃO,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-06,41,41,70,36,419246.42,1042.46,418203.96,5974.342286,18.74
UNIÃO,Viagens,Passagem Aérea - Rpa,2023,2023-07,4,4,5,2,2533.34,0.00,2533.34,506.668000,0.12
UNIÃO,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2023,2023-07,3,3,3,3,710.26,0.00,710.26,236.753333,0.03
UNIÃO,Viagens,Passagem Aérea - Sigepa,2023,2023-07,48,48,305,0,332384.47,0.00,332384.47,843.615406,16.09
UNIÃO,Comunicação,Telefonia,2023,2023-07,37,37,46,17,23681.47,565.56,23115.91,224.426311,1.12
UNIÃO,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-07,7,7,56,18,3307.78,16.70,3291.08,58.769286,0.16
UNIÃO,Combustível,Combustíveis E Lubrificantes.,2023,2023-07,49,49,548,336,193483.19,1663.26,191819.93,350.036369,9.29
UNIÃO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-07,39,39,155,105,291117.07,609.70,290507.37,1874.241097,14.06
UNIÃO,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-07,9,9,67,46,4154.54,156.64,3997.90,59.670149,0.19
UNIÃO,Publicidade,Assinatura De Publicações,2023,2023-07,1,1,1,1,300.00,0.00,300.00,300.000000,0.01
UNIÃO,Viagens,Passagem Aérea - Reembolso,2023,2023-07,5,5,5,4,31946.66,0.00,31946.66,6389.332000,1.55
UNIÃO,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-07,38,38,66,36,380176.34,4974.00,375202.34,5684.883939,18.16
UNIÃO,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2023,2023-07,2,2,3,3,441.44,0.00,441.44,147.146667,0.02
UNIÃO,Locomoção,Locação Ou Fretamento De Aeronaves,2023,2023-07,1,1,1,1,52000.00,0.00,52000.00,52000.000000,2.52
UNIÃO,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-07,42,42,116,106,731496.18,0.00,731496.18,6306.001552,35.41
UNIÃO,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-07,18,18,58,38,26067.71,20.00,26047.71,449.098448,1.26
UNIÃO,Combustível,Combustíveis E Lubrificantes.,2023,2023-08,51,51,625,303,255477.23,1910.91,253566.32,405.706112,9.74
UNIÃO,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2023,2023-08,5,5,6,5,19497.21,0.00,19497.21,3249.535000,0.75
UNIÃO,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-08,6,6,66,10,4310.82,243.69,4067.13,61.623182,0.16
UNIÃO,Locomoção,Locação Ou Fretamento De Embarcações,2023,2023-08,2,2,3,2,22030.00,0.00,22030.00,7343.333333,0.85
UNIÃO,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2023,2023-08,1,1,1,1,107.56,0.00,107.56,107.560000,0.00
UNIÃO,Locomoção,Locação Ou Fretamento De Aeronaves,2023,2023-08,1,1,2,1,24675.00,0.00,24675.00,12337.500000,0.95
UNIÃO,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-08,47,47,144,121,1004543.88,3620.39,1000923.49,6950.857569,38.45
UNIÃO,Comunicação,Telefonia,2023,2023-08,38,38,45,16,32192.09,663.43,31528.66,384.495854,1.21
UNIÃO,Viagens,Passagem Aérea - Rpa,2023,2023-08,3,3,5,2,3259.32,0.00,3259.32,651.864000,0.13
UNIÃO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-08,44,44,177,106,303713.50,998.30,302715.20,1710.255367,11.63
UNIÃO,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-08,12,12,127,71,7445.59,253.72,7191.87,56.628898,0.28
UNIÃO,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-08,41,41,72,41,448076.09,2559.85,445516.24,6187.725556,17.11
UNIÃO,Viagens,Passagem Aérea - Sigepa,2023,2023-08,49,49,438,0,468167.24,0.00,468167.24,797.559182,17.98
UNIÃO,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-08,15,15,45,30,20125.88,24.50,20101.38,446.697333,0.77
UNIÃO,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-09,12,12,77,42,4127.01,121.58,4005.43,52.018571,0.17
UNIÃO,Viagens,Passagem Aérea - Sigepa,2023,2023-09,51,51,405,0,435329.59,0.00,435329.59,781.561203,18.93
UNIÃO,Viagens,Passagem Aérea - Rpa,2023,2023-09,4,4,8,2,15322.22,0.00,15322.22,1915.277500,0.67
UNIÃO,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-09,7,7,105,24,5514.33,231.90,5282.43,50.308857,0.23
UNIÃO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-09,43,43,172,109,289217.44,1445.43,287772.01,1673.093081,12.51
UNIÃO,Combustível,Combustíveis E Lubrificantes.,2023,2023-09,51,51,676,364,277946.67,2547.83,275398.84,407.394734,11.97
UNIÃO,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-09,16,16,52,34,26309.17,28.00,26281.17,505.407115,1.14
UNIÃO,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2023,2023-09,6,6,6,6,18360.26,0.00,18360.26,3060.043333,0.80
UNIÃO,Viagens,Passagem Aérea - Reembolso,2023,2023-09,4,4,4,4,33387.92,0.00,33387.92,8346.980000,1.45
UNIÃO,Comunicação,Telefonia,2023,2023-09,37,37,45,15,28582.03,934.10,27647.93,349.973797,1.20
UNIÃO,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-09,37,37,59,30,356224.94,79.45,356145.49,6036.364237,15.48
UNIÃO,Locomoção,Locação Ou Fretamento De Aeronaves,2023,2023-09,1,1,1,1,23500.00,0.00,23500.00,23500.000000,1.02
UNIÃO,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-09,46,46,134,121,789911.77,0.31,789911.46,5894.861642,34.34
UNIÃO,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2023,2023-09,2,2,5,2,1843.83,0.00,1843.83,368.766000,0.08
UNIÃO,Viagens,Passagem Aérea - Sigepa,2023,2023-10,51,51,449,0,476810.16,0.00,476815.16,749.709371,16.45
UNIÃO,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2023,2023-10,6,6,6,6,19647.21,0.00,19647.21,3274.535000,0.68
UNIÃO,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-10,10,10,82,47,4838.25,117.78,4720.47,57.566707,0.16
UNIÃO,Viagens,Passagem Aérea - Reembolso,2023,2023-10,1,1,1,1,468.51,0.00,468.51,468.510000,0.02
UNIÃO,Comunicação,Telefonia,2023,2023-10,36,36,43,14,28170.26,996.96,27173.30,315.968605,0.94
UNIÃO,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2023,2023-10,4,4,8,4,929.96,0.00,929.96,116.245000,0.03
UNIÃO,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-10,40,40,63,34,417329.08,0.00,417329.08,6624.271111,14.40
UNIÃO,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-10,14,14,41,26,18347.04,8.01,18339.03,447.293415,0.63
UNIÃO,Viagens,Passagem Aérea - Rpa,2023,2023-10,3,3,6,2,6260.38,0.00,6260.38,1043.396667,0.22
UNIÃO,Combustível,Combustíveis E Lubrificantes.,2023,2023-10,50,50,666,351,242633.54,285.37,242348.17,363.886141,8.36
UNIÃO,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-10,48,48,155,135,1365482.13,0.10,1365482.03,8809.561484,47.10
UNIÃO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-10,45,45,163,105,315068.27,1087.93,313980.34,1926.259755,10.83
UNIÃO,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-10,8,8,91,18,6189.61,720.03,5469.58,60.105275,0.19
UNIÃO,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-11,38,38,58,32,380559.14,45.40,380513.74,6560.581724,15.18
UNIÃO,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2023,2023-11,4,4,4,4,14158.65,0.00,14158.65,3539.662500,0.56
UNIÃO,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2023,2023-11,8,8,84,15,4923.93,67.67,4856.26,57.812619,0.19
UNIÃO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-11,43,43,160,105,301746.71,963.20,300783.51,1879.896938,12.00
UNIÃO,Combustível,Combustíveis E Lubrificantes.,2023,2023-11,50,50,533,288,251555.94,1604.16,249951.78,468.952683,9.97
UNIÃO,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-11,17,17,38,24,43866.28,825.25,43041.03,1132.658684,1.72
UNIÃO,Viagens,Passagem Aérea - Sigepa,2023,2023-11,50,50,411,0,428162.48,0.00,428162.48,667.960187,17.09
UNIÃO,Alimentação,Fornecimento De Alimentação Do Parlamentar,2023,2023-11,11,11,83,49,5067.01,190.80,4876.21,58.749518,0.19
UNIÃO,Comunicação,Telefonia,2023,2023-11,40,40,48,16,33041.93,1153.91,31888.02,384.193012,1.27
UNIÃO,Locomoção,Locação Ou Fretamento De Aeronaves,2023,2023-11,2,2,2,2,43300.00,0.00,43300.00,21650.000000,1.73
UNIÃO,Publicidade,Divulgação Da Atividade Parlamentar.,2023,2023-11,46,46,134,122,952775.92,0.00,952775.92,7110.268060,38.02
UNIÃO,Viagens,Passagem Aérea - Reembolso,2023,2023-11,4,4,4,3,45999.91,0.00,45999.91,11499.977500,1.84
UNIÃO,Viagens,Passagem Aérea - Rpa,2023,2023-11,3,3,4,2,5366.13,0.00,5366.13,1341.532500,0.21
UNIÃO,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2023,2023-11,1,1,1,1,335.30,0.00,335.30,335.300000,0.01
UNIÃO,Viagens,Passagem Aérea - Sigepa,2023,2023-12,50,50,342,0,319273.49,0.00,319273.49,576.305939,9.74
UNIÃO,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2023,2023-12,3,3,5,3,493.64,0.00,493.64,98.728000,0.02
UNIÃO,Locomoção,Locação Ou Fretamento De Veículos Automotores,2023,2023-12,41,41,78,34,488619.32,2116.65,485344.06,6222.359744,14.80
UNIÃO,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2023,2023-12,17,17,38,22,15772.91,29.60,15743.31,414.297632,0.48
UNIÃO,Locomoção,Locação Ou Fretamento De Aeronaves,2023,2023-12,2,2,2,2,32000.00,0.00,32000.00,16000.000000,0.98
UNIÃO,Outros,Aquisição De Tokens E Certificados Digitais,2023,2023-12,1,1,1,1,200.00,0.00,200.00,200.000000,0.01
UNIÃO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2023,2023-12,43,43,153,109,344259.08,1459.66,341672.61,2233.154314,10.42
UNIÃO,Viagens,Passagem Aérea - Rpa,2023,2023-12,1,1,1,1,-1932.27,0.00,-1932.27,-1932.270000,-0.06
