sk_resp_ceap,id_deputado,dept_tx_nome_parlamentar,part_sg_partido,uf_sg_uf,desp_tx_segmento_despesa,desp_tx_tipo_despesa,forn_fl_cnpj_suspeito,forn_tx_motivo_cnpj_suspeito,forn_tx_status_consulta_cnpj,forn_tx_situacao_cadastral,qt_fornecedores,qt_documentos,desp_vl_total_liquido,vl_media_categoria_uf,vl_desvio_categoria_uf,desp_nr_zscore,desp_tx_classificacao_anomalia
455,74317,Júlio Cesar,PSD,PI,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,10,122,658601.89,255170.175556,326071.87108703476,1.2372,Comportamento esperado
846,204505,Vavá Martins,REPUBLICANOS,PA,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,51,139,26874.12,39488.928400,62234.56368268833,-0.2027,Comportamento esperado
499,178954,Lucio Mosquini,MDB,RO,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,29,78,159003.00,289552.191071,359934.1329827757,-0.3627,Comportamento esperado
608,204453,Natália Bonavides,PT,RN,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,111,557,253802.99,51927.710333,76131.03428420173,2.6517,Possível anomalia financeira
607,178858,Mário Negromonte Jr.,PSB,BA,Viagens,Passagem Aérea - Sigepa,,,,,0,211,166855.82,219376.223091,157819.4558803826,-0.3328,Comportamento esperado
427,141470,José Guimarães,PT,CE,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,0,Sem indício cadastral crítico,FOUND,ATIVA,1,50,52982.38,24802.087143,26671.121457335783,1.0566,Comportamento esperado
246,204562,Edilázio Júnior,PSD,MA,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,19,49,67498.49,34895.172615,52384.05405357016,0.6224,Comportamento esperado
682,204395,Pedro Lupion,PP,PR,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,5,20,38200.00,263664.052022,329972.5348930845,-0.6833,Comportamento esperado
170,74060,Daniel Almeida,PCDOB,BA,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,19,121,1181515.91,317318.910361,328157.1355142384,2.6335,Possível anomalia financeira
783,204387,Sargento Fahur,PL,PR,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,7,187,21266.29,10984.091277,13121.60062975809,0.7836,Comportamento esperado
356,198197,Greyce Elias,AVANTE,MG,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",0,Sem indício cadastral crítico,FOUND,ATIVA,9,22,3657.16,3858.240000,6358.142634643256,-0.0316,Comportamento esperado
569,220572,Marussa Boldrin,REPUBLICANOS,GO,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,3,180,3614.93,4054.328571,5832.390128543895,-0.0753,Comportamento esperado
519,178866,Luizianne Lins,REDE,CE,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,2,58,13837.74,11707.711071,16858.211643996754,0.1263,Comportamento esperado
30,160545,Alexandre Leite,UNIÃO,SP,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,2,3,2727.11,24943.515352,36157.13967829913,-0.6144,Comportamento esperado
878,160632,Zé Silva,SOLIDARIEDADE,MG,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,16,42,11322.00,17018.453084,26330.369533202334,-0.2163,Comportamento esperado
88,207176,Bia Cavassa,PSDB,MS,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",0,Sem indício cadastral crítico,FOUND,ATIVA,1,3,450.00,258.000000,271.5290039756342,0.7071,Comportamento esperado
191,220642,Delegado Bruno Lima,PODE,SP,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,35.80,3366.001170,5609.697337170304,-0.5937,Comportamento esperado
607,178858,Mário Negromonte Jr.,PSB,BA,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,3,3,2894.18,98257.521290,134321.8726415135,-0.71,Comportamento esperado
144,98148,Cobalchini,MDB,SC,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,2,34,4510.13,12083.098000,25544.630338693623,-0.2965,Comportamento esperado
674,220630,Pedro Aihara,PP,MG,Publicidade,Assinatura De Publicações,0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,440.00,1596.091765,1698.0009011232714,-0.6809,Comportamento esperado
530,179587,Major Vitor Hugo,PL,GO,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,0,Sem indício cadastral crítico,FOUND,ATIVA,1,12,4195.20,6198.595000,3686.025394951858,-0.5435,Comportamento esperado
250,204541,Eduardo Bismarck,PDT,CE,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,1,12,150000.00,139651.247778,143531.8586124825,0.0721,Comportamento esperado
829,143084,Tiago Dimas,PODE,TO,Serviços profissionais,"Consultorias, Pesquisas E Trabalhos Técnicos.",0,Sem indício cadastral crítico,FOUND,ATIVA,2,4,75000.00,116859.636364,127191.31032210709,-0.3291,Comportamento esperado
50,220632,Ana Pimentel,PT,MG,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,32,58,54942.42,17018.453084,26330.369533202334,1.4403,Comportamento esperado
178,220557,Daniela Reinehr,PL,SC,Alimentação,Fornecimento De Alimentação Do Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,6,13,575.80,5345.501750,9873.801589562949,-0.4831,Fornecedor com CNPJ suspeito
631,74399,Onyx Lorenzoni,PL,RS,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,37,108,23272.40,60520.148547,97388.05968907535,-0.3825,Comportamento esperado
492,138286,Luciano Alves,PSD,PR,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,5,18,257660.00,263664.052022,329972.5348930845,-0.0182,Fornecedor com CNPJ suspeito
36,74057,Alice Portugal,PCDOB,BA,Viagens,Passagem Aérea - Sigepa,,,,,0,452,513411.82,219376.223091,157819.4558803826,1.8631,Comportamento esperado
869,220660,Yury Do Paredão,MDB,CE,Viagens,Passagem Aérea - Sigepa,,,,,0,118,153838.53,190828.457826,170630.5409255439,-0.2168,Comportamento esperado
442,204474,Juarez Costa,MDB,MT,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,3,10,1399.00,55063.669706,75019.05976556618,-0.7153,Fornecedor com CNPJ suspeito
301,92699,Fernando Monteiro,PP,PE,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,1680.00,241972.708182,301628.5621101344,-0.7967,Comportamento esperado
563,227275,Mariana Carvalho,REPUBLICANOS,MA,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,7,24,20027.54,64195.130784,109861.24089764054,-0.402,Comportamento esperado
219,227401,Dr Fabio Rueda,UNIÃO,AC,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,376.40,29735.132000,50394.769544197494,-0.5826,Comportamento esperado
80,220612,Bebeto,PP,RJ,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,9,34,434662.65,226781.355120,259582.44863584734,0.8008,Comportamento esperado
482,204405,Liziane Bayer,REPUBLICANOS,RS,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,5,7975.60,109428.142500,149558.61424927576,-0.6783,Fornecedor com CNPJ suspeito
260,160532,Eli Corrêa Filho,UNIÃO,SP,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,7,18,4797.75,42192.750821,64034.19773844777,-0.584,Comportamento esperado
684,229259,Pedro Tourinho,PT,SP,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,7,11,2429.55,42192.750821,64034.19773844777,-0.621,Comportamento esperado
680,229112,Pedro Jr,PL,TO,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,7,13,7986.50,12387.293158,19170.891927221925,-0.2296,Comportamento esperado
372,204444,Helio Lopes,PL,RJ,Alimentação,Fornecimento De Alimentação Do Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,2,158.83,5314.154545,11413.915891543053,-0.4517,Fornecedor com CNPJ suspeito
64,123756,Antônia Lúcia,REPUBLICANOS,AC,Serviços profissionais,"Consultorias, Pesquisas E Trabalhos Técnicos.",0,Sem indício cadastral crítico,FOUND,ATIVA,1,5,30500.00,77762.496250,58254.79744380198,-0.8113,Comportamento esperado
553,204011,Marcos Pacco,PODE,DF,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,3,3,470.60,33372.670769,51515.7382887601,-0.6387,Comportamento esperado
731,234310,Ricardo Galvão,REDE,SP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,3,19,7635.00,11967.060840,16796.655097373645,-0.2579,Comportamento esperado
687,204406,Pedro Westphalen,PP,RS,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,10,3962.72,109428.142500,149558.61424927576,-0.7052,Fornecedor com CNPJ suspeito
124,204369,Caroline De Toni,PL,SC,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,2,591.03,63943.250339,85631.6159933909,-0.7398,Fornecedor com CNPJ suspeito
255,220589,Eduardo Velloso,SOLIDARIEDADE,AC,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,91,503,197250.08,74559.202308,89345.09325877228,1.3732,Comportamento esperado
848,74283,Vicentinho,PT,SP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,16,388,41118.92,11967.060840,16796.655097373645,1.7356,Comportamento esperado
442,204474,Juarez Costa,MDB,MT,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,8,19,1088.73,2273.261250,4466.178507118996,-0.2652,Comportamento esperado
655,220627,Paulinho Freire,UNIÃO,RN,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,11,17,25553.89,10401.272857,14188.915930464025,1.0679,Comportamento esperado
582,220591,Meire Serafim,UNIÃO,AC,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,84,638,270105.13,74559.202308,89345.09325877228,2.1887,Possível anomalia financeira
492,138286,Luciano Alves,PSD,PR,Viagens,Passagem Aérea - Sigepa,,,,,0,178,237974.93,173223.575536,125997.34942419773,0.5139,Comportamento esperado
573,220628,Mauricio Do Vôlei,PL,MG,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,1,50,175660.00,199358.988889,190617.58878325575,-0.1243,Comportamento esperado
274,204537,Enrico Misasi,MDB,SP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,12,17,2918.30,10014.789189,11435.329101648113,-0.6206,Comportamento esperado
226,204518,Dr. Frederico,PRD,MG,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,5,55,17436.71,15607.667083,19082.29985422686,0.0959,Comportamento esperado
518,74784,Luiza Erundina,PSOL,SP,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,3,5,1035.94,42192.750821,64034.19773844777,-0.6427,Fornecedor com CNPJ suspeito
48,107970,Ana Paula Leão,PP,MG,Viagens,Passagem Aérea - Sigepa,,,,,0,83,83439.64,195216.599630,167832.49260588933,-0.666,Comportamento esperado
514,204455,Luiz Lima,NOVO,RJ,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,7,9,2949.23,13016.628636,21468.959145470457,-0.4689,Comportamento esperado
56,204423,André Ferreira,PL,PE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Documento não consultado por não ser CNPJ,NOT_APPLICABLE,,2,89,174634.85,90785.734524,140277.34198893898,0.5977,Comportamento esperado
533,156190,Marcel Van Hattem,NOVO,RS,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,32,64,18039.05,21826.986437,35658.661568585754,-0.1062,Comportamento esperado
414,217480,Jones Moura,PSD,RJ,Viagens,Passagem Aérea - Sigepa,,,,,0,136,151707.92,213577.740357,175550.75566941444,-0.3524,Comportamento esperado
834,178934,Toninho Wandscheer,PP,PR,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,26,50,18518.06,18419.328649,34024.43115299299,0.0029,Comportamento esperado
638,204441,Otoni De Paula,PSD,RJ,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,9,43,754572.90,226781.355120,259582.44863584734,2.0332,Possível anomalia financeira
135,204476,Chiquinho Brazão,S.PART.,RJ,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,16,46,136060.00,226781.355120,259582.44863584734,-0.3495,Comportamento esperado
343,220529,Gilson Daniel,PODE,ES,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,2,34,222841.00,171214.090476,129265.73835992759,0.3994,Comportamento esperado
588,178985,Miguel Lombardi,PL,SP,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,4,89,23528.14,19889.940211,25751.500071775903,0.1413,Comportamento esperado
60,73696,Angela Amin,PP,SC,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,4,22,19528.39,7776.667391,7284.093764458291,1.6133,Comportamento esperado
121,141398,Carlos Zarattini,PT,SP,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,1,260.86,42192.750821,64034.19773844777,-0.6548,Fornecedor com CNPJ suspeito
884,204509,Áurea Carolina,PSOL,MG,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,6,8,11689.00,194891.353020,276881.75990132586,-0.6617,Comportamento esperado
749,141531,Rodrigo De Castro,UNIÃO,MG,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,6,17,1181.86,5572.245385,10370.293242628488,-0.4234,Comportamento esperado
27,105534,Alexandre Figueiredo,PSD,SE,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,21,61,12732.46,53493.520741,82556.56454059949,-0.4937,Comportamento esperado
655,220627,Paulinho Freire,UNIÃO,RN,Viagens,Passagem Aérea - Reembolso,0,Sem indício cadastral crítico,FOUND,ATIVA,2,8,10404.64,3706.697143,4352.996359037126,1.5387,Comportamento esperado
256,141422,Efraim Filho,UNIÃO,PB,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,3,7,70000.00,324815.111538,407718.48875224456,-0.625,Fornecedor com CNPJ suspeito
2,204521,Abou Anni,UNIÃO,SP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,1,12.30,11967.060840,16796.655097373645,-0.7117,Fornecedor com CNPJ suspeito
168,220603,Dani Cunha,PL,RJ,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,185,1590,303731.03,44023.319398,62812.667137756165,4.1346,Anomalia financeira extrema
858,91228,Waldemar Oliveira,AVANTE,PE,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,25,356,953455.04,241972.708182,301628.5621101344,2.3588,Possível anomalia financeira
661,160517,Paulo Folletto,PSB,ES,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,41,258,154208.52,49148.417879,67749.62213949014,1.5507,Comportamento esperado
160,178876,Célio Silveira,MDB,GO,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,155,817,226934.66,65044.277593,95738.05404592726,1.691,Comportamento esperado
134,141439,Chico D'angelo,PDT,RJ,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,2,38,45437.64,24365.871064,36425.48190750471,0.5785,Comportamento esperado
46,220715,Amom Mandel,REPUBLICANOS,AM,Viagens,Passagem Aérea - Sigepa,,,,,0,101,89441.40,248402.612308,165221.2328718048,-0.9621,Comportamento esperado
641,220706,Padovani,PP,PR,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,108,809,221913.81,57944.345500,82353.4495793919,1.991,Comportamento esperado
12,136811,Afonso Hamm,PP,RS,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,21,97,403626.50,215724.063125,265101.600265673,0.7088,Comportamento esperado
427,141470,José Guimarães,PT,CE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,33,119,67452.24,14861.399063,17345.750222182687,3.0319,Anomalia financeira extrema
716,221378,Reginete Bispo,PT,RS,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,101,250,53057.57,60520.148547,97388.05968907535,-0.0766,Comportamento esperado
442,204474,Juarez Costa,MDB,MT,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,5,12,109250.00,167205.955714,207800.9242977291,-0.2789,Comportamento esperado
369,178964,Heitor Schuch,PSD,RS,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,21,267,168942.46,109428.142500,149558.61424927576,0.3979,Comportamento esperado
624,178986,Nilto Tatto,PT,SP,Viagens,Passagem Aérea - Sigepa,,,,,0,163,198713.17,185430.171967,136227.76556134285,0.0975,Comportamento esperado
712,74084,Raimundo Santos,PSD,PA,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,2,38,178308.69,121907.551481,147158.0353457022,0.3833,Comportamento esperado
561,204540,Maria Rosas,REPUBLICANOS,SP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,10,225,245463.02,98538.487659,143509.98800071477,1.0238,Comportamento esperado
523,204359,Léo Moraes,PODE,RO,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,15,71,95420.45,289552.191071,359934.1329827757,-0.5394,Comportamento esperado
50,220632,Ana Pimentel,PT,MG,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,35,100,303615.80,194891.353020,276881.75990132586,0.3927,Comportamento esperado
849,137070,Vicentinho Júnior,PP,TO,Serviços profissionais,"Consultorias, Pesquisas E Trabalhos Técnicos.",0,Sem indício cadastral crítico,FOUND,ATIVA,3,12,410000.00,116859.636364,127191.31032210709,2.3047,Possível anomalia financeira
798,220579,Silvia Waiãpi,PL,AP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Documento não consultado por não ser CNPJ,NOT_APPLICABLE,,1,21,67200.00,30123.933200,30290.240248736845,1.224,Comportamento esperado
378,204539,Hercílio Coelho Diniz,MDB,MG,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,6,63,683.60,5572.245385,10370.293242628488,-0.4714,Comportamento esperado
