sk_resp_ceap,id_deputado,dept_tx_nome_parlamentar,part_sg_partido,uf_sg_uf,desp_tx_segmento_despesa,desp_tx_tipo_despesa,forn_fl_cnpj_suspeito,forn_tx_motivo_cnpj_suspeito,forn_tx_status_consulta_cnpj,forn_tx_situacao_cadastral,qt_fornecedores,qt_documentos,desp_vl_total_liquido,vl_media_categoria_uf,vl_desvio_categoria_uf,desp_nr_zscore,desp_tx_classificacao_anomalia
507,141485,Luiz Carlos Busato,UNIÃO,RS,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,145,580,168776.79,60520.148547,97388.05968907535,1.1116,Comportamento esperado
771,73466,Rubens Bueno,CIDADANIA,PR,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,17,35,7950.74,18419.328649,34024.43115299299,-0.3077,Comportamento esperado
581,220607,Max Lemos,PDT,RJ,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,96,384,71718.24,44023.319398,62812.667137756165,0.4409,Comportamento esperado
116,178962,Carlos Gomes,REPUBLICANOS,RS,Viagens,Passagem Aérea - Sigepa,,,,,0,215,210022.92,223297.576531,126627.95953182003,-0.1048,Comportamento esperado
349,226179,Gisela Simona,UNIÃO,MT,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,29,88,4873.03,2273.261250,4466.178507118996,0.5821,Comportamento esperado
219,227401,Dr Fabio Rueda,UNIÃO,AC,Viagens,Passagem Aérea - Sigepa,,,,,0,17,18957.59,131556.873333,92765.04055863072,-1.2138,Comportamento esperado
107,178829,Capitão Augusto,PL,SP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,22,224,182274.19,98538.487659,143509.98800071477,0.5835,Comportamento esperado
331,220611,General Pazuello,PL,RJ,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,5,9,40042.82,162239.394390,163272.60476613723,-0.7484,Comportamento esperado
613,220622,Nely Aquino,PODE,MG,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Documento não consultado por não ser CNPJ,NOT_APPLICABLE,,2,34,451500.00,123562.947566,162703.54342443834,2.0155,Possível anomalia financeira
516,162332,Luiz Nishimori,PSD,PR,Publicidade,Assinatura De Publicações,0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,2050.10,799.995625,610.7018274408415,2.047,Possível anomalia financeira
873,220552,Zucco,PL,RS,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,12,71,175023.00,215724.063125,265101.600265673,-0.1535,Comportamento esperado
279,204482,Euclydes Pettersen,PSC,MG,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,8,13,159627.10,194891.353020,276881.75990132586,-0.1274,Comportamento esperado
350,152605,Glauber Braga,PSOL,RJ,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,8,44,9262.79,13016.628636,21468.959145470457,-0.1748,Comportamento esperado
479,74299,Leônidas Cristino,PDT,CE,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",0,Sem indício cadastral crítico,FOUND,ATIVA,1,19,998.55,650.370000,366.5434839142553,0.9499,Comportamento esperado
630,204498,Olival Marques,MDB,PA,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,3,24,29348.28,40638.794706,54559.71826891466,-0.2069,Comportamento esperado
840,160610,Valmir Assunção,PT,BA,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,2,502.15,76280.976842,110667.4963849575,-0.6847,Fornecedor com CNPJ suspeito
92,204561,Bira Do Pindaré,PSB,MA,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,1,Erro na consulta pública de CNPJ,ERROR,,1,9,701.23,64195.130784,109861.24089764054,-0.5779,Fornecedor com CNPJ suspeito
777,178990,Samuel Moreira,PSDB,SP,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: INAPTA,FOUND,INAPTA,1,4,60000.00,243741.226243,313657.1515008437,-0.5858,Fornecedor com CNPJ suspeito
864,224333,Welter,PT,PR,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,16,187,8203.77,5713.999474,13397.131596894355,0.1858,Comportamento esperado
212,160599,Dimas Fabiano,PP,MG,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,353,1631,290260.19,65306.104375,92314.0005265802,2.4368,Possível anomalia financeira
769,220620,Rosângela Reis,PL,MG,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,4,62,16190.56,15607.667083,19082.29985422686,0.0305,Comportamento esperado
682,204395,Pedro Lupion,REPUBLICANOS,PR,Viagens,Passagem Aérea - Sigepa,,,,,0,361,394186.45,173223.575536,125997.34942419773,1.7537,Comportamento esperado
13,178835,Afonso Motta,PDT,RS,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,47,188,10115.09,7368.085075,13657.337051272762,0.2011,Comportamento esperado
43,204545,Alê Silva,REPUBLICANOS,MG,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,8,52,82531.24,123562.947566,162703.54342443834,-0.2522,Comportamento esperado
579,220609,Maurício Carvalho,UNIÃO,RO,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,102,486,141069.72,64922.175357,86632.41303886044,0.879,Comportamento esperado
248,204421,Edna Henrique,REPUBLICANOS,PB,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,7,49,135600.00,324815.111538,407718.48875224456,-0.4641,Comportamento esperado
47,220596,Amália Barros,PL,MT,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,16,56,170869.19,167205.955714,207800.9242977291,0.0176,Comportamento esperado
404,74273,Jefferson Campos,PL,SP,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,23,130,147397.07,42192.750821,64034.19773844777,1.6429,Comportamento esperado
677,220667,Pedro Campos,PSB,PE,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,154,671,139194.72,53506.291935,82942.380015203,1.0331,Comportamento esperado
801,220569,Silvye Alves,UNIÃO,GO,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,11,19,338018.50,294423.402917,352090.0693215526,0.1238,Comportamento esperado
894,,,,NA,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,3,140,183646.85,76824.316875,122514.48277202321,0.8719,Comportamento esperado
660,193726,Paulo Eduardo Martins,PL,PR,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,18,45,12726.95,57944.345500,82353.4495793919,-0.5491,Comportamento esperado
653,74095,Pauderney Avelino,UNIÃO,AM,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,4,47,286364.99,152696.895000,125499.30922769064,1.0651,Comportamento esperado
190,204451,Delegado Antônio Furtado,UNIÃO,RJ,Viagens,Passagem Aérea - Sigepa,,,,,0,54,52808.02,213577.740357,175550.75566941444,-0.9158,Comportamento esperado
713,115200,Raniery Paulino,REPUBLICANOS,PB,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,10,18,3634.13,61582.608974,85760.8839439169,-0.6757,Comportamento esperado
570,178843,Marx Beltrão,PP,AL,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,2,14,7001.09,21225.077273,32156.183325062724,-0.4423,Comportamento esperado
739,152610,Roberto Alves,REPUBLICANOS,SP,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,2,10000.00,243741.226243,313657.1515008437,-0.7452,Fornecedor com CNPJ suspeito
436,230957,João Cury,MDB,SP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,2,841.90,98538.487659,143509.98800071477,-0.6808,Fornecedor com CNPJ suspeito
706,220586,Rafael Brito,MDB,AL,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,3,420.04,41184.340741,54405.12179897842,-0.7493,Fornecedor com CNPJ suspeito
828,219568,Tiago Andrino,PSB,TO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,2,10,8004.09,60332.404118,100110.53801139936,-0.5227,Comportamento esperado
495,74478,Luciano Bivar,MDB,PE,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,3,19,327.10,5084.056842,13620.11056577697,-0.3493,Comportamento esperado
566,220655,Mario Frias,PL,SP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,1,Situação cadastral não ativa: INAPTA,FOUND,INAPTA,1,16,115600.00,98538.487659,143509.98800071477,0.1189,Fornecedor com CNPJ suspeito
98,210989,Bruno Farias,REPUBLICANOS,MG,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,2,16,18792.24,40253.940526,63478.97879162227,-0.3381,Comportamento esperado
590,92172,Milton Coelho,PSB,PE,Serviços profissionais,"Consultorias, Pesquisas E Trabalhos Técnicos.",1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,11,55000.00,33394.939474,25891.938420366478,0.8344,Fornecedor com CNPJ suspeito
658,178860,Paulo Azi,UNIÃO,BA,Viagens,Passagem Aérea - Sigepa,,,,,0,186,245548.55,219376.223091,157819.4558803826,0.1658,Comportamento esperado
422,220578,Josenildo,PDT,AP,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,19,97,8526.90,2913.228750,3743.7956562078907,1.4995,Comportamento esperado
113,204507,Carla Zambelli,PL,SP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,28,880,12624.74,11967.060840,16796.655097373645,0.0392,Comportamento esperado
76,74646,Aécio Neves,PSDB,MG,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,16,597,697862.98,123562.947566,162703.54342443834,3.5297,Anomalia financeira extrema
282,178953,Expedito Netto,PSD,RO,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,39,118,46617.96,64922.175357,86632.41303886044,-0.2113,Comportamento esperado
798,220579,Silvia Waiãpi,PL,AP,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,13,67,519664.80,282209.245429,388109.6753004129,0.6118,Comportamento esperado
89,204374,Bia Kicis,PL,DF,Viagens,Passagem Aérea - Reembolso,1,Erro na consulta pública de CNPJ,ERROR,,1,1,6256.78,6465.514000,2287.387207171099,-0.0913,Fornecedor com CNPJ suspeito
641,220706,Padovani,PP,PR,Viagens,Passagem Aérea - Sigepa,,,,,0,224,314692.65,173223.575536,125997.34942419773,1.1228,Comportamento esperado
362,204442,Gurgel,PL,RJ,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,4,18,33372.85,80988.593819,134414.71100556676,-0.3542,Comportamento esperado
293,204398,Felipe Francischini,PODE,PR,Viagens,Passagem Aérea - Sigepa,,,,,0,135,144035.69,173223.575536,125997.34942419773,-0.2317,Comportamento esperado
814,204534,Tabata Amaral,PSB,SP,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,6,27,68886.36,147254.510948,139673.23431152088,-0.5611,Comportamento esperado
116,178962,Carlos Gomes,REPUBLICANOS,RS,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,25,51,16953.87,21826.986437,35658.661568585754,-0.1367,Comportamento esperado
303,204411,Filipe Barros,PL,PR,Viagens,Passagem Aérea - Reembolso,0,Sem indício cadastral crítico,FOUND,ATIVA,4,14,16892.26,17801.644063,39455.64199846602,-0.023,Comportamento esperado
152,220590,Coronel Ulysses,UNIÃO,AC,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",1,Erro na consulta pública de CNPJ,ERROR,,1,3,33010.54,11165.562105,15437.148423150342,1.4151,Fornecedor com CNPJ suspeito
219,227401,Dr Fabio Rueda,UNIÃO,AC,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,13,15,2101.85,74559.202308,89345.09325877228,-0.811,Comportamento esperado
699,204446,Professor Joziel,PATRIOTA,RJ,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Documento não consultado por não ser CNPJ,NOT_APPLICABLE,,2,11,73767.59,80988.593819,134414.71100556676,-0.0537,Comportamento esperado
450,204457,Juninho Do Pneu,PSDB,RJ,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,3,37,337557.15,162239.394390,163272.60476613723,1.0738,Comportamento esperado
490,204404,Lucas Redecker,PSDB,RS,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,1,11,10991.93,23263.014545,27193.710295909314,-0.4512,Comportamento esperado
324,160666,Félix Mendonça Júnior,PDT,BA,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,24,89,756750.00,317318.910361,328157.1355142384,1.3391,Comportamento esperado
748,230767,Rodrigo Da Zaeli,PL,MT,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,114,527,134612.15,34330.305532,57340.29977264771,1.7489,Comportamento esperado
231,204351,Dr. Luiz Ovando,PP,MS,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,16,69,2703.67,1353.213333,1612.688595893516,0.8374,Comportamento esperado
874,230768,Zé Adriano,PP,AC,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,9,49,62354.84,29735.132000,50394.769544197494,0.6473,Comportamento esperado
168,220603,Dani Cunha,PL,RJ,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,2,36,269182.14,162239.394390,163272.60476613723,0.655,Comportamento esperado
449,74253,Julio Lopes,PP,RJ,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,5,6,17115.12,13016.628636,21468.959145470457,0.1909,Comportamento esperado
621,204479,Nicoletti,PL,RR,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,2,5500.00,302008.159333,364968.0243701814,-0.8124,Fornecedor com CNPJ suspeito
646,160642,Pastor Eurico,PL,PE,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,1,340.06,53506.291935,82942.380015203,-0.641,Fornecedor com CNPJ suspeito
259,204364,Eli Borges,PL,TO,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,1,5,646.00,6929.241333,13569.93291877454,-0.463,Comportamento esperado
122,164360,Carmen Zanotto,CIDADANIA,SC,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Documento não consultado por não ser CNPJ,NOT_APPLICABLE,,1,12,28406.00,70964.571200,106769.4367602354,-0.3986,Comportamento esperado
275,220663,Eriberto Medeiros,PSB,PE,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,10,1076.84,53506.291935,82942.380015203,-0.6321,Fornecedor com CNPJ suspeito
428,204472,José Medeiros,PL,MT,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,4,57,260061.70,134358.602609,119146.49353274485,1.055,Comportamento esperado
100,220574,Cabo Gilberto Silva,PL,PB,Viagens,Passagem Aérea - Sigepa,,,,,0,249,316851.36,168235.151250,151254.20824234045,0.9826,Comportamento esperado
619,178896,Newton Cardoso Jr,MDB,MG,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,3,115,405472.87,199358.988889,190617.58878325575,1.0813,Comportamento esperado
278,160640,Eros Biondini,PL,MG,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,14,179,10553.00,5572.245385,10370.293242628488,0.4803,Comportamento esperado
116,178962,Carlos Gomes,REPUBLICANOS,RS,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,152,456,92145.07,60520.148547,97388.05968907535,0.3247,Comportamento esperado
470,220600,Lebrão,UNIÃO,RO,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,11,150,669846.70,289552.191071,359934.1329827757,1.0566,Comportamento esperado
765,220644,Rosangela Moro,PL,SP,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,15,89,16071.95,42192.750821,64034.19773844777,-0.4079,Comportamento esperado
43,204545,Alê Silva,REPUBLICANOS,MG,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,25,79,17259.44,17018.453084,26330.369533202334,0.0092,Comportamento esperado
315,220534,Fred Linhares,REPUBLICANOS,DF,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,83,747,200205.59,33372.670769,51515.7382887601,3.2385,Anomalia financeira extrema
541,204558,Marcelo Nilo,REPUBLICANOS,BA,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,93,279,72745.82,76280.976842,110667.4963849575,-0.0319,Comportamento esperado
629,74159,Odair Cunha,PT,MG,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,6,56,16168.83,5572.245385,10370.293242628488,1.0218,Comportamento esperado
120,204426,Carlos Veras,PT,PE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,65,573,98328.42,17089.374528,23447.97906027458,3.4647,Anomalia financeira extrema
397,220696,Ivoneide Caetano,PT,BA,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,2,40,472500.00,292409.611930,213979.496522466,0.8416,Comportamento esperado
822,178901,Tereza Cristina,PP,MS,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,3,6,12500.00,244824.753226,352025.1744174792,-0.66,Comportamento esperado
830,204519,Tiago Mitraud,NOVO,MG,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,5,17,10600.11,194891.353020,276881.75990132586,-0.6656,Comportamento esperado
42,178881,Aluisio Mendes,REPUBLICANOS,MA,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,24,131,89182.04,16546.215714,24945.906621691578,2.9117,Possível anomalia financeira
575,220647,Mauricio Neves,PP,SP,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,1,36,233115.97,147254.510948,139673.23431152088,0.6147,Comportamento esperado
476,74156,Leonardo Monteiro,PT,MG,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,11,123,442819.34,194891.353020,276881.75990132586,0.8954,Comportamento esperado
125,220699,Castro Neto,MDB,PI,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,8,86,76080.97,64892.367419,74159.10998309037,0.1509,Comportamento esperado
901,,,,NA,Alimentação,Fornecimento De Alimentação Do Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,1,1100.00,76824.316875,122514.48277202321,-0.6181,Fornecedor com CNPJ suspeito
18,73579,Alberto Fraga,PL,DF,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,2,13,4018.94,33372.670769,51515.7382887601,-0.5698,Comportamento esperado
742,220613,Roberto Monteiro Pai,PL,RJ,Alimentação,Fornecimento De Alimentação Do Parlamentar,1,Erro na consulta pública de CNPJ,ERROR,,1,15,2755.49,5314.154545,11413.915891543053,-0.2242,Fornecedor com CNPJ suspeito
501,222429,Luis Carlos Gomes,REPUBLICANOS,RJ,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,14,28,11751.56,13016.628636,21468.959145470457,-0.0589,Comportamento esperado
836,178863,Uldurico Junior,MDB,BA,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,5,7,1505.86,76280.976842,110667.4963849575,-0.6757,Comportamento esperado
542,160161,Marcelo Queiroz,PSDB,RJ,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,2,5,8698.50,80988.593819,134414.71100556676,-0.5378,Comportamento esperado
672,216544,Paulo Vicente Caleffi,PSD,RS,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Documento não consultado por não ser CNPJ,NOT_APPLICABLE,,2,6,18300.00,109428.142500,149558.61424927576,-0.6093,Comportamento esperado
814,204534,Tabata Amaral,PSB,SP,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,6,16,139959.64,243741.226243,313657.1515008437,-0.3309,Fornecedor com CNPJ suspeito
609,228042,Naumi Amorim,PSD,CE,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,2,8100.00,263931.285395,366906.3702021798,-0.6973,Fornecedor com CNPJ suspeito
534,146788,Marcelo Aro,PP,MG,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,5,15000.00,194891.353020,276881.75990132586,-0.6497,Fornecedor com CNPJ suspeito
466,98057,Lafayette De Andrada,PL,MG,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Documento não consultado por não ser CNPJ,NOT_APPLICABLE,,6,16,2555.00,5572.245385,10370.293242628488,-0.291,Comportamento esperado
460,208297,Katia Dias,REPUBLICANOS,MG,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,1,4,12000.00,194891.353020,276881.75990132586,-0.6605,Comportamento esperado
834,178934,Toninho Wandscheer,PP,PR,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,3,45,461780.00,113439.957419,130977.93601797776,2.6595,Possível anomalia financeira
878,160632,Zé Silva,UNIÃO,MG,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,1,29,25405.09,15607.667083,19082.29985422686,0.5134,Comportamento esperado
121,141398,Carlos Zarattini,PT,SP,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,4,29,109022.02,147254.510948,139673.23431152088,-0.2737,Comportamento esperado
200,220619,Delegado Ramagem,PL,RJ,Viagens,Passagem Aérea - Reembolso,1,Erro na consulta pública de CNPJ,ERROR,,1,1,10934.80,9840.865893,10669.362639943789,0.1025,Fornecedor com CNPJ suspeito
127,141405,Celso Maldaner,MDB,SC,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,37,105,24329.00,36695.958649,43528.74004922331,-0.2841,Comportamento esperado
598,179001,Márcio Biolchi,MDB,RS,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,347,838,201122.16,60520.148547,97388.05968907535,1.4437,Comportamento esperado
783,204387,Sargento Fahur,PSD,PR,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,45,142,6855.19,4173.948542,8441.04850518495,0.3176,Comportamento esperado
505,204448,Luiz Antonio Corrêa,PP,RJ,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,6,44,150784.47,162239.394390,163272.60476613723,-0.0702,Comportamento esperado
256,141422,Efraim Filho,UNIÃO,PB,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,31,92,171100.00,324815.111538,407718.48875224456,-0.377,Comportamento esperado
330,204473,General Girão,PL,RN,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,17,607,24573.47,8284.906667,15407.736715157096,1.0572,Comportamento esperado
848,74283,Vicentinho,PT,SP,Viagens,Passagem Aérea - Sigepa,,,,,0,309,380703.52,185430.171967,136227.76556134285,1.4334,Comportamento esperado
531,204471,Mara Rocha,MDB,AC,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,19,97,272122.39,295132.464706,394989.3569390969,-0.0583,Comportamento esperado
807,178946,Soraya Santos,PL,RJ,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,19,62,11163.18,44023.319398,62812.667137756165,-0.5231,Comportamento esperado
82,109429,Benes Leocádio,UNIÃO,RN,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,5,215,97558.22,114159.151154,175330.5134804051,-0.0947,Comportamento esperado
172,178916,Daniel Coelho,CIDADANIA,PE,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,92,197,45122.45,53506.291935,82942.380015203,-0.1011,Comportamento esperado
356,198197,Greyce Elias,PL,MG,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,335,930,222600.18,65306.104375,92314.0005265802,1.7039,Comportamento esperado
559,220668,Maria Arraes,PSB,PE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,9,157,137209.45,90785.734524,140277.34198893898,0.3309,Comportamento esperado
797,204360,Silvia Cristina,PL,RO,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,38,164,47876.84,64922.175357,86632.41303886044,-0.1968,Comportamento esperado
623,74352,Nilson Pinto,PSDB,PA,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,46,93,18125.64,39488.928400,62234.56368268833,-0.3433,Comportamento esperado
